"TID_INTRO_MESSAGE_TITLE","Hades' Starへようこそ"
"TID_ASTEROID_HYDROGEN_REMAINING","<quad class=''fuel''> <color>{0}</color> 残存"
"TID_SELECT_REVEAL_SECTOR","開放する隣接セクターを選択してください"
"TID_SECTOR_NOT_ADJACENT","このセクターはスキャナーに隣接していません"
"TID_SECTOR_ALREADY_EXPLORED","このセクターはスキャン済みです"
"TID_SCANNER_BUSY","スキャナーが現在の作業を完了するまで実行できません"
"TID_READY_TO_USE","使用可能"
"TID_RECHARGING","チャージ中…"
"TID_ACTIVE","作動中"
"TID_OBJECT_ACTION_PROGRAM_MINER","採掘ルートの設定"
"TID_OBJECT_ACTION_SUMMON_FLAGSHIP","フラグシップを召喚"
"TID_DIPLOMACY_LINK_DLG_TITLE","外交ステーション"
"TID_DIPLOMACY_LINK_DLG_RECOMMENDED_PLAYERS_TAB","推薦"
"TID_DIPLOMACY_LINK_DLG_FRIENDS_TAB","友人"
"TID_DIPLOMACY_DLG_EMPTY_PROMPT","推薦されたプレーヤーの中から外交関係を樹立したいプレーヤーを選んでください。\n\nそれ以外のプレーヤーについても、プレーヤーのプロフィール画面からリクエストを送信できます。"
"TID_DIPLOMACTY_DLG_INCOMING_REQUEST_TEXT","受信リクエスト"
"TID_DIPLOMACTY_DLG_OUTGOING_REQUEST_TEXT","送信リクエスト"
"TID_DIPLOMACY_DLG_CANCEL_REQUEST","キャンセル"
"TID_DIPLOMACTY_DLG_INCOMING_REQUEST_ACCEPT","承認"
"TID_DIPLOMACTY_DLG_INCOMING_REQUEST_REJECT","拒否"
"TID_DIPLOMACTY_DLG_INCOMING_REQUEST_PLAYER_INFO","プレーヤー情報"
"TID_DIPLOMACY_DLG_LINKED_TO","ステーションのリンク先："
"TID_DIPLOMACY_DLG_CONFIRM_END_RELATIONS","本当にこのプレーヤーとの外交関係を終了しますか？相手プレーヤーの艦船は全て、プレーヤーの母恒星系に戻ります"
"TID_DIPLOMACY_DLG_REQUEST_BUTTON","リクエスト"
"TID_MSG_REQUEST_SENT","外交リクエストを送信しました"
"TID_MSG_REQUEST_OTHER_PLAYER_SLOTS_FULL","相手の外交センターが満杯のため、リクエストを送信できません"
"TID_MSG_REQUEST_OTHER_PLAYER_INBOX_FULL","相手の受信箱が満杯のため、リクエストを送信できません"
"TID_MSG_REQUEST_ALREADY_WAITING_FOR_RESPONSE","既にこのプレーヤーの返信待ち状態のため、リクエストを送信できません"
"TID_DIPLOMACY_LINK_DLG_NO_RECOMMENDED_PLAYERS","プレーヤーがいません"
"TID_OFFLINE_REPORT_DLG_TITLE","進捗状況の報告"
"TID_OFFLINE_REPORT_DLG_LAST_LOGIN","前回のログイン：{0}前"
"TID_OFFLINE_SECTION_TITLE_RESOURCES_COLLECTED","資源"
"TID_OFFLINE_REPORT_DLG_CR_FROM_SHIPMENTS","+{0} 貨物輸送によるクレジット"
"TID_OFFLINE_REPORT_DLG_FUEL_FROM_SHIPMENTS","+{0} 採掘による水素"
"TID_OFFLINE_REPORT_DLG_CR_FROM_TAX","+{0} 外交パートナーの貨物輸送によるクレジット"
"TID_OFFLINE_SECTION_TITLE_SUPERNOVA","恒星はスーパーノヴァを引き起こしました"
"TID_OFFLINE_SECTION_SUPERNOVA_VIEW","表示"
"TID_OFFLINE_REPORT_DLG_DISMISS_BUTTON","閉じる"
"TID_OFFLINE_REPORT_DLG_PLANET_UPGRADED","{0}がレベル{1}の惑星になりました"
"TID_OFFLINE_REPORT_SHIP_LOST","船が失われました"
"TID_MISSING_RES_DLG_NOT_ENOUGH_CR_TITLE","クレジットが足りません"
"TID_MISSING_RES_DLG_BUY_MISSING_CR","不足分の <quad class=''cr''> <color>{0}</color> を購入しますか？"
"TID_MISSING_RES_DLG_NOT_ENOUGH_FUEL_TITLE","水素が足りません"
"TID_MISSING_RES_DLG_BUY_MISSING_FUEL","不足分の <quad class=''fuel''> <color>{0}</color> を購入しますか？"
"TID_NOT_ENOUGH_CRYSTALS_DLG_TITLE","クリスタルが足りません"
"TID_NOT_ENOUGH_CRYSTALS_BUY_MORE_PROMPT","クリスタルはストアで購入できます"
"TID_NOT_ENOUGH_CRYSTALS_ENTER_STORE_BUTTON","ストアへ移動する"
"TID_PURCHASES_DISABLED","アルファ版では、購入は無効化されています"
"TID_PURCHASING_FAILED_DISABLED","お使いのデバイスの設定によって購入が無効化されています"
"TID_PURCHASING_FAILED_NO_PRODUCTS_FOUND","購入できません：製品が見つかりません"
"TID_PURCHASING_FAILED_UNKNOWN_GAME","購入できません：不明なアプリです"
"TID_PURCHASING_NOT_INITIALIZED","現在、購入することができません。後でもう一度お試しください。"
"TID_PURCHASE_IN_PROGRESS","注文の処理中です。処理が完了するまでお待ちください"
"TID_PURCHASE_FAIL_EXISTING_PENDING","購入に失敗しました：前回の購入処理が完了していません"
"TID_PURCHASE_FAIL_PAYMENTDECLINED","購入に失敗しました：支払いを拒否されました"
"TID_PURCHASE_FAIL_PRODUCTUNAVAILABLE","購入に失敗しました：製品を利用できません"
"TID_PURCHASE_FAIL_PURCHASINGUNAVAILABLE","購入に失敗しました：購入を利用できません"
"TID_PURCHASE_FAIL_SIGNATUREINVALID","購入に失敗しました：署名が無効です"
"TID_PURCHASE_FAIL_USERCANCELLED","購入に失敗しました：ユーザーがキャンセルしました"
"TID_PURCHASE_FAIL_UNKNOWN","購入に失敗しました：理由は不明です"
"TID_PURCHASE_STEAM_NO_OVERLAY","購入するにはSteamのオーバーレイ機能を有効にする必要があります。"
"TID_PURCHASE_OFFER_EXPIRED","このキャンペーンは終了しています"
"TID_SETTINGS_DLG_TITLE","設定"
"TID_SETTINGS_DLG_ACCOUNT","アカウント"
"TID_SETTINGS_DLG_NOT_SIGNED_IN","サインインしていません"
"TID_SETTINGS_DLG_NOT_SIGNED_IN_APPLE","ゲームの進捗状況を保存し、他のiPhoneやiPadからアクセスできるようにするには、GameCenterへサインインしてください"
"TID_SETTINGS_DLG_NOT_SIGNED_IN_GOOGLE","ゲームの進捗状況を保存し、他のデバイスからアクセスできるようにするには、Google Play ゲームへサインインしてください"
"TID_SETTINGS_DLG_SIGN_IN","サインイン"
"TID_SETTINGS_DLG_SIGN_OUT","サインアウト"
"TID_SETTINGS_DLG_CONTACT_SUPPORT","ヘルプとサポート"
"TID_SETTINGS_DLG_LINK_DEVICE","別のデバイスにリンクする"
"TID_LINK_DEVICE_ERR_SIGN_GP","別のデバイスにリンクするには、Google Playにサインインする必要があります"
"TID_LINK_DEVICE_ERR_SIGN_GC","別のデバイスにリンクするには、GameCenterにサインインする必要があります"
"TID_SETTINGS_FULLSCREEN","フルスクリーン"
"TID_SETTINGS_DLG_CREDITS","クレジット"
"TID_CREDITS_SCREEN_SPECIAL_THANKS","スペシャルサンクス"
"TID_CREDITS_SCREEN_DESIGN_SECTION","UI＆ブランドデザイン"
"TID_CREDITS_SCREEN_FOOTER","(c)2016-2020 Parallel Space Inc. All Rights Reserved"
"TID_CREDITS_PC_MUSIC","作曲：\nWinifred Phillips\n\nプロデューサー：Winnie Waldron"
"TID_SETTINGS_SUPPORT_EMAIL_HEADER","ゲーム内サポートリクエスト"
"TID_SETTINGS_SUPPORT_EMAIL_BODY1","ここに問題を記載してください："
"TID_SETTINGS_SUPPORT_EMAIL_BODY2","これより下の内容を削除しないでください"
"TID_SETTINGS_DLG_MUSIC","音楽"
"TID_SETTINGS_DLG_BATTERY_SAVER","電池を節約する"
"TID_SETTINGS_DLG_LANDSCAPE","ランドスケープモード"
"TID_HIGH_QUALITY_RENDERING","高画質"
"TID_SETTINGS_DLG_SFX","効果音"
"TID_SETTINGS_DLG_BTN_PRIVACY","プライバシーポリシー"
"TID_SETTINGS_DLG_BTN_TERMS","利用規約"
"TID_SETTINGS_DLG_SIGN_IN_TO_GAMECENTER","ゲームの進捗状況を保存し、他のデバイスでプレイできるようにするには、GameCenterへサインインしてからゲームを起動してください"
"TID_SETTINGS_DLG_SIGN_IN_TO_GOOGLE_PLAY","ゲームの進捗状況を保存し、他のデバイスでプレイできるようにするには、Google Play ゲームへサインインしてください"
"TID_SETTINGS_DLG_ACCOUNT_STATUS_SYNCED","ゲームの進捗状況を保存中です"
"TID_SETTINGS_DLG_LANGUAGE","言語の変更"
"TID_SETTINGS_QUIT_GAME","終了する"
"TID_SETTINGS_DLG_RATE_US","Hades' Starを評価する"
"TID_LANDSCAPE_WARNING","ランドスケープモードは実験として行っているので問題が発生する可能性もあります。タブレットなど大きいサイズのデバイスでのプレイを推奨します。"
"TID_LANDSCAPE_CONFIRM","本当にスクリーンの向きを変更しますか？ゲームの再起動が必要になります。"
"TID_UNLINK_STEAM","ゲームをリセットする"
"TID_UNLINK_STEAM_DONE","ゲームを終了します。新たな恒星系を始めるには、SteamからHades' Starを再起動してください。"
"TID_UNLINK_STEAM_PROMPT_1","実行すると、既存のSteamの進行状況をすべて削除し、現在のSteamアカウントで新しいゲームを開始します。このゲームをプレイすることができなくなります。"
"TID_UNLINK_STEAM_PROMPT_2","アプリケーション内で購入した資源を含む、全資源を新しいゲームに移動することができません。"
"TID_UNLINK_STEAM_PROMPT_3","Steam進行状況のみリセットされます。このゲームに関連するその他のプラットフォームがある場合、それらのプラットフォームからアクセスできます。その他のプラットフォームでゲームを再開することはできません。詳細については、「設定」画面の「ヘルプとサポート」リンクをご確認ください。"
"TID_UNLINK_STEAM_PROMPT_4","これが最終確認です。このまま続けると、現在のゲームは失われます。"
"TID_UNLINK_STEAM_PROMPT_TOGGLE","理解して、続けることを望みます。"
"TID_SETTINGS_SCREEN_RES","解像度"
"TID_RESOLUTION_DIALOG_TITLE","解像度を選択してください"
"TID_CURRENT_RESOLUTION","現在の解像度：\n{0} x {1}"
"TID_SETTINGS_DLG_NEWSLETTER","ニュースレター"
"TID_LANG_DLG_TITLE","言語を選択してください"
"TID_CHANGE_LANGUAGE_CONFIRM","本当に言語を変更しますか？ゲームの再起動が必要になります。"
"TID_LINK_DEVICE_DLG_TITLE","別のデバイスにリンクする"
"TID_LINK_DEVICE_DLG_FIRSTPAGE_DESCR","このページは、別のデバイスからアカウントにアクセスする際に使用します。\n\n現在使用中のデバイスはどちらですか？"
"TID_LINK_DEVICE_DLG_FIRSTPAGE_OLD_DEVICE_BUTTON","これは古いデバイスです"
"TID_LINK_DEVICE_DLG_FIRSTPAGE_NEW_DEVICE_BUTTON","これは新しいデバイスです"
"TID_LINK_DEVICE_DLG_PLATFORM_SELECTION_PROMPT","新しいデバイスの種類を選んでください。"
"TID_LINK_DEVICE_TYPE_IOS","iPhoneまたはiPad"
"TID_LINK_DEVICE_TYPE_ANDROID","Android"
"TID_LINK_DEVICE_TYPE_PC_OR_MAC","PCまたはMac"
"TID_LINK_DEVICE_TYPE_OTHER","その他"
"TID_LINK_DEVICE_DLG_INFO_ANDROID","複数のAndroidデバイスでプレイする際は、設定画面からGoogleアカウントにサインインしてください。\n\n新たなデバイスにおいても同じGoogleアカウントにサインインしてください。別のアカウントに切り替えるか質問されます。OKを選択することで、進捗状況が同期されます。"
"TID_LINK_DEVICE_DLG_INFO_IOS","複数のiOSデバイスでプレイする際は、GameCenterにサインインしてください。\n\n新たなデバイスにおいても、ゲームを起動する前に同じGameCenterアカウントにサインインしてください。別のアカウントに切り替えるか質問されます。OKを選択することで、進捗状況が同期されます。"
"TID_LINK_DEVICE_DLG_INFO_STEAM","Steamが使用できるどのPCとMacからもこのゲームにアクセスできます。Steamアカウントにサインインし、ゲームを起動してください。"
"TID_LINK_DEVICE_ENTER_CODE_PAGE_PROMPT","リンクコードを入力してください："
"TID_LINK_DEVICE_ENTER_CODE_PAGE_HINT","リンクコードを入手するには、古いデバイスで設定画面に移動し、「別のデバイスにリンクする」を選択し、続いて「これは古いデバイスです」を選択してください"
"TID_LINK_DEVICE_DLG_VIEW_CODE_PROMPT","この画面を開いたままにしておいてください。新たなデバイスで、リンク画面に移動し「これは新しいデバイスです」を選択してください。\n\nその後、このコードを入力してください："
"TID_LINK_DEVICE_DLG_CODE_EXPIRES","コードの期限切れまで： "
"TID_MSG_DEVICE_LINK_CODE_NOT_FOUND","リンクコードが見つかりません。もう一度試してください"
"TID_MSG_ACCOUNT_ALREADY_LINKED","アカウントは既にリンクされています"
"TID_MSG_CANT_LINK_NOT_LOGGEDIN","ログインしていないため、リンクできません"
"TID_MSG_ERROR_GENERATING_CODE","リンクコードの生成時にエラーが発生しました"
"TID_LINK_DEVICE_DLG_SUBMIT_CODE_BTN","送信"
"TID_LINK_DEVICE_WARNING","現在のゲーム（<color>{0}</color>、レベル<color>{1}</color>）は失われます。\n\n他のデバイスとのリンク操作を続行しますか？"
"TID_CORP_DIALOG_TITLE","コーポレーション"
"TID_CORP_TAB_MY_CORP","マイ・コーポレーション"
"TID_CORP_TAB_OTHER_CORP","コーポレーション情報"
"TID_CORP_TAB_SEARCH_CORP","推薦"
"TID_CORP_TAB_SEARCH_NEW","検索"
"TID_CORP_TAB_CREATE_CORP","作成"
"TID_CORP_CREATE_BUTTON","作成"
"TID_CORP_APPLY_CHANGES_BUTTON","適用"
"TID_HUD_CORP_NAME_TOO_SHORT","コーポレーション名が短すぎます"
"TID_CORP_NAME_LABEL","名前"
"TID_CORP_DESCR_LABEL","説明"
"TID_CORP_JOIN_TYPE_LABEL","参加種別"
"TID_CORP_REGION_LABEL","地域"
"TID_CORP_MININFLUENCE_LABEL","必要な影響力"
"TID_CORP_INFO_MININFLUENCE_VAL","必要な影響力：{0}"
"TID_CORP_INFO_WS_WINS","ホワイトスターの勝利：{0}"
"TID_CORP_SELECT_REGION","地域を選択してください"
"TID_RECOMMENDED_CORPS_REGION","地域："
"TID_NO_RECOMMENDED_FOUND","推薦できるコーポレーションが見つかりませんでした。\n\n別の地域を選択してください。"
"TID_CORP_TYPE_OPEN","自由参加"
"TID_CORP_TYPE_REQUEST","リクエストによる参加"
"TID_CORP_TYPE_CLOSED","クローズド（リクエスト送信不可）"
"TID_CORP_EMBLEM_LABEL","エンブレム"
"TID_ALLIANCE_ITEM_MEMBERS_COUNT","{0} メンバー"
"TID_ALLIANCE_ITEM_VIEW","表示"
"TID_CORP_DIALOG_EDIT","編集"
"TID_CORP_DIALOG_LEAVE","脱退"
"TID_CORP_LEAVE_WS_WARNING","ホワイトスターに参加している間にコーポレーションを離脱すると、後に戻った場合にもホワイトスターの報酬を受け取ることができない可能性があります。続けますか？"
"TID_CORP_DIALOG_JOIN","参加"
"TID_CORP_DIALOG_SEND_MESSAGE","メッセージ"
"TID_CORP_LEAVE_CONFIRM","本当にこのコーポレーションを脱退しますか？"
"TID_CORP_EDIT_BADGE","編集"
"TID_CORP_EDIT_BADGE_DONE","適用"
"TID_CORP_EDIT_BADGE_SYMBOL","シンボル"
"TID_CORP_EDIT_BADGE_SHAPE","形"
"TID_CORP_EDIT_BADGE_COLOR1","色1"
"TID_CORP_EDIT_BADGE_COLOR2","色2"
"TID_CORP_SEND_MESSAGE_TITLE","メッセージの送信"
"TID_CORP_SEND_MESSAGE_HINT","コーポレーションの全メンバーに送信するメッセージを入力してください："
"TID_CORP_MESSAGE_ERROR_TOO_SHORT","メッセージが短すぎます"
"TID_CORP_MESSAGE_ERROR_TOO_LONG","メッセージが長すぎます"
"TID_CORP_MESSAGE_SENT","メッセージを送信しました"
"TID_CORP_SEARCH_NAME_CONTAINS","名前に含む"
"TID_CORP_SEARCH_INFLUENCE_RANGE","影響力"
"TID_CORP_SEARCH_MEMBERS_RANGE","メンバー"
"TID_CORP_SEARCH_RECENT_ACTIVITY","最近のアクティビティ"
"TID_CORP_BUTTON_SEARCH","検索"
"TID_CORP_NO_SEARCH_RESULTS_FOUND","見つかりませんでした。"
"TID_CORP_REGION_ANY","全て"
"TID_CORP_LEVEL","コーポレーション レベル{0}"
"TID_INACTIVITY_TOLERANCE","非アクティブ状態耐性"
"TID_INACTIVITY_TOLERANCE_NONE","すべてのアクティビティを許可"
"TID_INACTIVITY_RESET_WARNING","「非アクティブ状態耐性」設定をより厳密な値にすると、コーポレーションの全メンバーの非アクティブ状態タイマーがリセットされます。続けますか？"
