"TID_INTRO_MESSAGE_TITLE","BIENVENIDO A HADES' STAR"
"TID_BLUE_STAR_SEARCH_TIMED_OUT_MAIL","Se ha cancelado tu búsqueda de estrella azul debido a una desconexión del servidor.  "
"TID_HOME_STAR","ESTRELLA NATAL"
"TID_OTHER_STARS","OTRAS ESTRELLAS"
"TID_ACHIEVEMENT_SHIPMENTS","ENTREGA DE ENVÍOS"
"TID_ACHIEVEMENT_SHIPMENTS_DESCR","Entrega un total de {0} envíos."
"TID_ACHIEVEMENT_UPGRADEPLANET","MEJORA DE PLANETAS"
"TID_ACHIEVEMENT_UPGRADEPLANET_DESCR","Mejora uno de tus planetas al nivel {0}."
"TID_ACHIEVEMENT_FLEETSIZE","TAMAÑO DE FLOTA"
"TID_ACHIEVEMENT_FLEETSIZE_DESCR","Aumenta el tamaño de tu flota a {0}."
"TID_ACHIEVEMENT_COMMONHYDRO","RECOLECTOR DE HIDRÓGENO"
"TID_ACHIEVEMENT_COMMONHYDRO_DESCR","Usa tus naves mineras para depositar un total de {0} de hidrógeno en tus planetas."
"TID_ACHIEVEMENT_NUMBERARTIFACTS","BUSCADOR DE ARTEFACTOS"
"TID_ACHIEVEMENT_NUMBERARTIFACTS_DESCR","Investiga {0} artefactos."
"TID_ACHIEVEMENT_PLANETSCOLONIZED","COLONIZADOR"
"TID_ACHIEVEMENT_PLANETSCOLONIZED_DESCR","Coloniza {0} planetas."
"TID_ACHIEVEMENT_SECTORUNLOCKED","EXPLORADOR"
"TID_ACHIEVEMENT_SECTORUNLOCKED_DESCR","Descubre {0} sectores en tu estrella natal."
"TID_ACHIEVEMENT_RELATIONSHIP","RELACIÓN ESTABLE"
"TID_ACHIEVEMENT_RELATIONSHIP_DESCR","Mantén relaciones diplomáticas ininterrumpidas con otro jugador durante {0} día(s)."
"TID_ACHIEVEMENT_CERBFLEETSDESTROYED","ASESINO DE GUARDIANES"
"TID_ACHIEVEMENT_CERBFLEETSDESTROYED_DESCR","Destruye un total de {0} naves Cerbero."
"TID_ACHIEVEMENT_CRINCOME","MAGNATE DE LOS CRÉDITOS"
"TID_ACHIEVEMENT_CRINCOME_DESCR","Mantén unos ingresos totales de {0} créditos al día durante 14 días seguidos."
"TID_ACHIEVEMENT_HYDROINCOME","MAGNATE DEL HIDRÓGENO"
"TID_ACHIEVEMENT_HYDROINCOME_DESCR","Mantén unos ingresos totales de {0} de hidrógeno al día durante 14 días seguidos."
"TID_ACHIEVEMENT_WS","JUGADOR DE EQUIPO"
"TID_ACHIEVEMENT_WS_DESCR","Participa en {0} misiones de estrellas blancas."
"TID_ACHIEVEMENT_WS_HYDRO","RECOLECTOR"
"TID_ACHIEVEMENT_WS_HYDRO_DESCR","Deposita {0} de hidrógeno en planetas de estrellas blancas."
"TID_ACHIEVEMENT_WS_RELICS","AUXILIAR DE VUELO"
"TID_ACHIEVEMENT_WS_RELICS_DESCR","Recupera {0} reliquias para tu corporación en las estrellas blancas."
"TID_ACHIEVEMENT_BS_WINS","GUERRERO DE ESTRELLA AZUL"
"TID_ACHIEVEMENT_BS_WINS_DESCR","Gana {0} partidas de estrellas azules."
"TID_ACHIEVEMENT_DRS","AS DE ESTRELLA ROJA OSCURA"
"TID_ACHIEVEMENT_DRS_DESCR","Gana {0} puntos recuperando artefactos de estrellas rojas oscuras. Los artefactos de mayor nivel otorgan muchos más puntos para completar este logro."
"TID_ACHIEVEMENT_RS_LEVEL","EXPLORADOR DE ESTRELLAS ROJAS"
"TID_ACHIEVEMENT_RS_LEVEL_DESCR","Accede a estrellas rojas de nivel {0}."
"TID_ACHIEVEMENT_DAILY_REWARDS","FIABLE"
"TID_ACHIEVEMENT_DAILY_REWARDS_DESCR","Recoge tus recompensas diarias {0} días seguidos."
"TID_ACHIEVEMENT_SHIPMENT_BONUS","FRUGAL"
"TID_ACHIEVEMENT_SHIPMENT_BONUS_DESCR","Recoge un total de {0} créditos de bonificaciones de envíos."
"TID_ACHIEVEMENT_USE_HYDRO_IN_RS","HIDRÓGENO ROJO"
"TID_ACHIEVEMENT_USE_HYDRO_IN_RS_DESCR","Usa un total de {0} de hidrógeno a bordo activando módulos de extracción en estrellas rojas."
"TID_HUD_MSG_FLEET_CAPACITY_FULL","Mejora tu astillero para construir más naves (o desintegra naves existentes)."
"TID_HUD_PLACE_LOCATION_INVALID_TOO_FAR","Selecciona una ubicación más cerca de la estrella."
"TID_HUD_PLACE_LOCATION_INVALID_NOT_VISIBLE","Selecciona una ubicación dentro de tu campo de visión en el sistema."
"TID_HUD_PLACE_LOCATION_INVALID_TOO_CLOSE","Selecciona una ubicación más alejada de planetas y estaciones espaciales."
"TID_HUD_PLACE_LOCATION_INVALID_TOO_CLOSE_STAR","Selecciona una ubicación más lejos de la estrella."
"TID_BUILDING_CAN_ONLY_MOVE_TO_NEW_SECTOR","Esta estación solo puede desplazarse al centro de un sector diferente."
"TID_HUD_PLACE_LOCATION_INVALID_MUST_BE_EMPTY_SECTOR","Esta estación solo se puede situar en un sector sin planetas."
"TID_HUD_PLACE_LOCATION_INVALID_SECTOR_DISTANCE","Esta estación debe colocarse a más de 1 sector de distancia de otras estaciones idénticas."
"TID_HUD_PLACE_LOCATION_INVALID_SECOND_OBJECT_MUST_BE_FURTHER_FROM_FIRST","No puedes situar la segunda estación tan cerca de la primera."
"TID_CANNOT_MOVE_ACTIVE_WARP_HUB","No puedes mover un hub activo. Espera hasta que el temporizador de activación se agote."
"TID_HUD_PLACE_LOCATION_INVALID_SECTOR_ALREADY_HAS_BUILDING","Este sector no puede albergar más estaciones de este tipo."
"TID_HUD_PLACE_LOCATION_INVALID_SUN","Esta estación no se puede situar cerca de la estrella."
"TID_HUD_PLACE_LOCATION_INVALID_NO_SUN","Esta estación se debe situar cerca de la estrella."
"TID_HUD_PLACE_LOCATION_INVALID_SECTOR_EDGE","No puedes construir tan cerca del límite de un sector."
"TID_HUD_PLACE_LOCATION_INVALID_CERBERUS","No puedes construir en un sector hasta que elimines la presencia de Cerbero."
"TID_HUD_MOVE_LOCATION_INVALID_CERBERUS","No puedes mover una estación a este sector hasta que elimines la presencia de Cerbero."
"TID_HUD_MUST_MOVE_TO_SAME_SECTOR","Solo puedes mover esta estación dentro del mismo sector."
"TID_HUD_CANNOT_COLONIZE_NEED_SHIP","No puedes colonizar un planeta hasta que una de tus naves esté en órbita."
"TID_HUD_MSG_CORP_JOINED","Ahora formas parte de la corporación '{0}'."
"TID_HUD_MSG_CORP_LEFT","Ya no formas parte de una corporación."
"TID_HUD_MSG_CORP_CANTJOIN_ALREADYIN","No puedes unirte. Ya estás en esta corporación."
"TID_HUD_MSG_CORP_JOIN_WAIT","Tienes que esperar antes de volver a unirte a esta corporación."
"TID_HUD_MSG_CORP_CANTJOIN_CLOSED","No te puedes unir: La corporación está cerrada."
"TID_HUD_MSG_CORP_CANTJOIN_FULL","No puedes unirte. Ranuras de miembros llenas."
"TID_HUD_MSG_CORP_CANTJOIN_INTERNALSERVERERROR","No puedes unirte. Vuelve a intentarlo más tarde."
"TID_HUD_MSG_CORP_CANTJOIN_INFLUENCE_LOW","No puedes unirte a la corporación: No cumples el requisito de PODER IMPERIAL mínimo."
"TID_HUD_MSG_CORP_JOIN_REQUEST_SENT","Se ha enviado una solicitud para unirte a la corporación."
"TID_HUD_MSG_MODULE_INVALID_TARGET_OUT_OF_RANGE","Selecciona un objeto dentro del alcance del módulo."
"TID_HUD_MSG_MODULE_INVALID_TARGET","Este no es un objetivo válido para este módulo."
"TID_HUD_MSG_CANT_TELEPORT_OUTSIDE_BLS","No se puede teletransportar fuera de la zona de implosión de la estrella azul."
"TID_HUDMSG_ERROR_CANT_LAUNCH_MORE_SHIPS","No puedes lanzar más naves de este tipo."
"TID_HUD_MSG_MODULE_ONLY_WHEN_TRAVELLING","Este módulo solo se puede activar mientras la nave esté en movimiento."
"TID_HUD_MSG_MODULE_NEEDS_ASTEROIDS","Este módulo solo se puede activar cuando hay asteroides en el sector actual."
"TID_HUD_MSG_NO_YS_PERMISSION","El propietario de este sistema estelar no te ha dado permiso para llevar a cabo esta acción."
"TID_HUD_MSG_CANNOT_UNLOAD_SHIPMENT","Este tipo de objeto no se puede descargar aquí."
"TID_HUD_MSG_MINING_PERMISSION_ON_COOLDOWN","Debes esperar a que acabe el enfriamiento para rehabilitar este permiso."
"TID_HUD_MSG_MODULE_WAIT_FOR_SECTOR","Debes esperar a que acabe el enfriamiento para volver a usar este módulo en este sector."
"TID_HUD_MSG_MODULE_NEEDS_CLOSER_TO_STAR","Tu nave debe estar más cerca de la estrella para activar este módulo."
"TID_HUD_PLACE_LOCATION_INVALID_NO_NEED_FOR_SRS","No necesitas un escáner de corto alcance en este sector."
"TID_HUD_MSG_MODULE_INVALID_NOT_ENOUGH_HYDROGEN","No dispones de hidrógeno suficiente para activar este módulo."
"TID_HUD_MSG_MODULE_INVALID_SHIPMENTBEAM_TARGET","Debes seleccionar un puesto avanzado con envíos."
"TID_HUD_MSG_MODULE_INVALID_SHIPMENTBEAM_NO_CAPACITY","No dispones de capacidad para transportar envíos en esta nave."
"TID_HUD_MSG_MODULE_TELEPORT_MUST_SELECT_TRADE_STATION","Debes seleccionar una estación comercial."
"TID_HUD_MSG_MODULE_OTHER_ACTIVATING","Ya se está activando un módulo"
"TID_HUD_MSG_INVALID_DRONE_LOCATION","Selecciona una ubicación para que el dron empiece a entregar envíos."
"TID_HUD_MSG_CANT_BOND_TELEPORTING_SHIP","No puedes activar VÍNCULO en una nave que esté pendiente de teletransportarse."
"TID_HUD_MSG_BS_WON","¡Has ganado esta estrella azul!"
"TID_HUD_MSG_BS_END","Misión de estrella azul terminada. Has quedado {0}.º en las posiciones finales."
"TID_HUD_MSG_DISPATCH_NO_TARGET","No es posible encontrar un objetivo válido para el expedidor."
"TID_HUD_MSG_NO_CERB_IN_SECTOR","Este módulo solo se puede activar cuando hay naves Cerbero en el sector."
"TID_HUD_MSG_BLS_TOO_LOW_TO_WAIT_FOR_BLS","Mejora tu nave y sus módulos para poder participar en una partida clasificatoria."
"TID_HUD_MSG_BLS_TO_NO_RANKED_MATCHES_LEFT","Ya has jugado tus partidas clasificatorias de hoy."
"TID_CHAIN_RAY_CANT_LINK_TARGET_HAS_MAX_LINKS","La nave de combate objetivo ya tiene el máximo de asistencias permitidas."
"TID_CHAIN_RAY_CANT_LINK_ALREADY_SUPPORTED","Una nave de combate que está siendo asistida no puede asistir a otras naves de combate."
"TID_CHAIN_RAY_CANT_LINK_TARGET_SUPPORTING","El objetivo ya está asistiendo a otra nave de combate."
"TID_HUD_MUST_BE_PLACED_ON_DONE_SRS","Esta estación solo se puede colocar sobre un escáner de corto alcance que haya terminado de escanear los sectores adyacentes."
"TID_HUD_MSG_ERR_BUILDING_UPGRADE_NEEDS_RS_LEVEL","Debes mejorar tu escáner de estrellas rojas al nivel {0} para poder mejorar esta estación."
"TID_TUTORIAL_GUIDANCE_AVAILABLE","ORIENTACIÓN DISPONIBLE"
"TID_HUD_CREDITS","CRÉDITOS"
"TID_HUD_HYDROGEN","HIDRÓGENO"
"TID_HUD_CRYSTALS","CRISTALES"
"TID_HUD_CREDITS_EXPLANATION","Los <creditColor>créditos</color> son la divisa principal y se usa para comprar naves, desbloquear módulos, construir y mejorar infraestructuras."
"TID_HUD_HYDROGEN_EXPLANATION","El <hydrogenColor>hidrógeno</color> sirve para mover naves de transporte, para que todo tipo de naves salten a las estrellas rojas y para activar determinadas estaciones espaciales."
"TID_HUD_CRYSTAL_EXPLANATION","Los <crystalColor>cristales</color> se pueden usar para comprar créditos e hidrógeno y acelerar diversas operaciones."
"TID_HUD_ADD_CRYSTALS","AÑADIR CRISTALES"
"TID_HUD_MAX_STORAGE","ALMACENAMIENTO MÁXIMO"
"TID_HUD_INCOME_PER_HR","INGRESOS POR HORA"
"TID_HUD_NEXT_INSTALLMENT","SIGUIENTE ENTREGA"
"TID_HUD_STORAGE_FULL","Almacenamiento completo. Mejora tus planetas para aumentar el almacenamiento."
"TID_HUD_PLACE_BUILDING_PROMPT","SELECCIONA UN EMPLAZAMIENTO PARA: {0}"
"TID_HUD_PLACE_SRS_CONFIRM","¿Seguro que quieres colocar tu escáner de corto alcance en este sector? Puede que la ubicación no sea óptima."
"TID_HUD_PLACE_SECOND_BUILDING_PROMPT","SELECCIONA UN SEGUNDO EMPLAZAMIENTO PARA: {0}"
"TID_HUD_PLACEMENT_PROMPT_SELECT_FLEET_DEST","SELECCIONA UN DESTINO"
"TID_HUD_PLACEMENT_WAYPOINT","SELECCIONA EL SIGUIENTE PUNTO DE RUTA"
"TID_HUD_PICK_TELEPORT_TARGET","SELECCIONA UN OBJETIVO DE TELETRANSPORTE"
"TID_HUD_PICK_WEAPON_LINK_TARGET","SELECCIONA UN OBJETIVO DE ASISTENCIA"
"TID_HUD_PICK_MODULE_TARGET","SELECCIONAR OBJETIVO"
"TID_HUD_PICK_REPAIR_TARGET","SELECCIONA UN OBJETIVO DE REPARACIÓN REMOTA"
"TID_HUD_PICK_WARP_LANE_TARGET","SELECCIONA UN HUB DE DESTINO PARA ENLAZARLO"
"TID_HUD_CANNOT_LINK_WARP_LANE_TO_THIS_OBJECT","Objeto no válido. Selecciona otro hub de la ruta de salto."
"TID_HUD_CONFIRM_WARP_LANE_LINK","¿Crear una ruta de salto entre estos dos hubs durante {0}?"
"TID_HUD_CONFIRM_WARP_LANE_UNLINK","¿Seguro que quieres desvincular esta ruta de salto antes de que expire?"
"TID_HUD_CONFIRM_BUILDING_MOVE","¿Mover esta estación a una nueva posición?"
"TID_HUD_MOVETO_POPUP_DESTINATION","Mover a {0}"
"TID_HUD_MOVETO_POPUP_DISTANCE","A {0} UA"
"TID_HUD_MOVETO_CANCEL_MOVE","CANCELAR"
"TID_HUD_MOVE_WILL_DUMP_SHIPMENTS_CONFIRM","Si mueves el transporte antes de que se complete la carga, la reliquia quedará atrás. ¿Continuar?"
"TID_HUD_MOVE_TRANSPORT_WITH_ARTIFACTS","Tu transporte está cargando artefactos. Si despegas ahora, los artefactos que estén en proceso de carga y en cola quedarán atrás."
"TID_HUD_MOVE_TRANSPORT_ARTIFACTS_NOW","DESPEGAR AHORA"
"TID_HUD_MOVE_ALWAYS_DELAY_IN_RS_TOGGLE","RETRASAR SIEMPRE EL DESPEGUE EN ESTRELLAS ROJAS"
"TID_HUD_MOVE_TRANSPORT_ARTIFACTS_WHEN_DONE","DESPEGAR TRAS CARGAR TODOS LOS ARTEFACTOS"
"TID_HUD_MOVE_MINER_IN_RS","¿Quieres retrasar el despegue hasta que la nave minera esté llena o el asteroide esté agotado?"
"TID_HUD_MOVE_MINER_DELAY","DESPEGAR CUANDO SE COMPLETE LA EXTRACCIÓN"
"TID_HUD_MSG_STAR_DESTROYED","El sistema estelar que estaba aquí ha sido destruido y no ha dejado rastro..."
"TID_HUD_PICK_SHIPMENTBEAM_TARGET","SELECCIONAR PUESTO AVANZADO"
"TID_HUD_PICK_TELEPORT_TRADE_STATION_TARGET","SELECCIONAR ESTACIÓN COMERCIAL"
"TID_HUD_PICK_ROCKET_TARGET","SELECCIONAR OBJETIVO DE MISIL"
"TID_HUD_PICK_DRONE_TARGET","SELECCIONA EL DESTINO DEL DRON"
"TID_HUD_PICK_MINING_SECTOR","RECOGER SECTOR DE EXTRACCIÓN {0} DE {1}"
"TID_HUD_ERR_ALL_MINING_SECTORS_PICKED","Has programado una ruta completa para tu nave minera. Selecciona un sector activo para restablecer la ruta."
"TID_HUD_ROUTE_DONE","RUTA PROGRAMADA, TOCA UN SECTOR DE RUTA PARA RESTABLECERLA"
"TID_HUD_FINALIZE_MINER_ROUTE","FINALIZAR RUTA"
"TID_HUD_DAMAGE_PER_SECOND_DISPLAY","DPS: {0}"
"TID_HUD_DAMAGE_PER_HOUR_DISPLAY","DPH: {0}"
"TID_CHAT_TOOLTIP","CHAT"
"TID_STATUS_MINING_SECTOR","Extrayendo sector"
"TID_STATUS_MINING_SINGLE","Extracción"
"TID_STATUS_MINING_BLOCKED","No tienes permiso para la extracción."
"TID_STATUS_MINING","Sector de extracción {0} de {1}"
"TID_STATUS_LOADING_ARTIFACT","Cargando artefacto"
"TID_STATUS_LOADING_MULTIPLE_ARTIFACTS","Cargando {0} artefactos"
"TID_STATUS_DEPARTING","Despegando hacia {0}"
"TID_STATUS_MOVING","Desplazándose a {0}"
"TID_OBJ_EMPTY_SPACE","espacio vacío"
"TID_STATUS_DOCKED","Estacionada en {0}"
"TID_STATUS_DISABLED","Deshabilitada"
"TID_STATUS_REPAIRING","Reparando"
"TID_STATUS_DESTROYING_PLANET","Destruyendo planeta"
"TID_STATUS_DESTROYING_BUILDING","Destruyendo estación espacial"
"TID_STATUS_ACTIVATING_MODULE","Activando {0}"
"TID_STATUS_DRONE_EXPIRY","El código caduca dentro de {0}"
"TID_STATUS_NOT_TRIGGERED","Sin activar"
"TID_STATUS_TRIGGERING","Activando..."
"TID_STATUS_TURRET_SETUP","Preparando..."
"TID_OBJ_ACTION_VIEW_MISSION","ESCANEAR"
"TID_OBJ_ACTION_EXPLORE_SECTOR","DESCUBRIR"
"TID_OBJ_ACTION_FINISH_NOW","FINALIZAR AHORA"
"TID_OBJ_ACTION_VIEW_RESEARCH","INVESTIGAR"
"TID_OBJ_ACTION_CANCEL_BUILD","CANCELAR CONSTRUCCIÓN"
"TID_OBJ_CANCEL_BUILD_CONFIRM","¿Seguro que quieres cancelar la construcción? Se te devolverá el {0} % del coste."
"TID_OBJECT_NAME_WITH_LEVEL","{0} (nivel {1})"
"TID_PLANET_LEVEL","NIVEL {0}"
"TID_TRADE_STATION_NAME","ESTACIÓN COMERCIAL {0}"
"TID_PLANET_COLONIZED_BY","Colonizado por {0}"
"TID_OBJECT_STORED_SHIPMENTS_VALUE","<sprite name=''cr''> <color>{0}</color> en envíos pendientes de entrega."
