"TID_INTRO_MESSAGE_TITLE","BENVENUTO A HADES' STAR"
"TID_FLEET_SLOTS_1_DESCR","Il numero di slot disponibili per l'installazione di moduli Estrazione."
"TID_FLEET_SLOTS_2","SLOT MODULI (SUPPORTO)"
"TID_FLEET_SLOTS_2_DESCR","Il numero di slot disponibili per l'installazione di moduli Supporto."
"TID_FLEET_SLOTS_3","SLOT MODULI (ARMA)"
"TID_FLEET_SLOTS_3_DESCR","Il numero di slot disponibili per l'installazione di moduli Arma."
"TID_FLEET_SLOTS_4","SLOT MODULI (SCUDO)"
"TID_FLEET_SLOTS_4_DESCR","Il numero di slot disponibili per l'installazione di moduli Scudo."
"TID_PLANET_LEVEL_DESCR","LIVELLO PIANETA"
"TID_PLANET_LEVEL_INFO","I pianeti di livello superiore producono più carichi e possono accumulare più risorse."
"TID_FLEET_SPEED","VELOCITÀ"
"TID_SPEED_DIST_PER_MINUTE","{0} UA/{1}"
"TID_SHIPYARD_CAPACITY","CAPACITÀ FLOTTA"
"TID_SHIPYARD_CAPACITY_DESCR","Il numero di navi che il tuo impero può mantenere."
"TID_BUILDING_LEVEL_DESCR","LIVELLO STAZIONE"
"TID_DISBAND_SHIP_BUTTON","Rottama"
"TID_UPGRADE_BUTTON","MIGLIORA"
"TID_INFO_VALUE_PER_HR","{0}/h"
"TID_INFO_VALUE_PER_SEC","{0}/s"
"TID_INFO_VALUE_PER_DAY","{0}/g"
"TID_INSTALLED_MODULES_AREA_TITLE","MODULI INSTALLATI:"
"TID_SECTOR_UNLOCK_PRICE","PREZZO DI SCANSIONE"
"TID_SECTOR_UNLOCK_TIME","TEMPO DI SCANSIONE"
"TID_UNEXPLORED_SECTOR","Settore inesplorato"
"TID_UNEXPLORED_SECTOR_DESCR","Sezione ancora inesplorata. Costruisci uno scanner a corto raggio in un settore adiacente per esplorare."
"TID_SECTOR_DISPLAY_NAME","Settore {0}"
"TID_ASTERID_FIELD_HYDROGEN_REMAINING","IDROGENO SU QUESTO ASTEROIDE"
"TID_ASTERID_FIELD_CREDIT_REWARD","CREDITI ACCUMULATI"
"TID_TOTAL_HYDRO_IN_SECTOR","IDROGENO TOTALE NEL SETTORE"
"TID_STATION_UPG_SHIPMENT_YIELD","VALORE CARICHI"
"TID_STATION_UPG_SHIPMENT_YIELD_DESCR","Il totale delle ricompense in crediti prodotto dai carichi di questa stazione, aggiustato per ora."
"TID_NUM_SHIPMENTS_PER_HR","CARICHI L'ORA"
"TID_NUM_SHIPMENTS_PER_HR_DESCR","La media di carichi prodotti da questo pianeta in ogni ciclo orario."
"TID_NUM_SHIPMENTS_MAX","CARICHI MASSIMI"
"TID_NUM_SHIPMENTS_MAX_DESCR","La quantità massima di carichi supportata da questo pianeta."
"TID_SHIP_EDIT_MODULES","Installa moduli"
"TID_REDSCANNER_MAX_BATTLESHIPS","LIMITE NAVI DA GUERRA"
"TID_REDSCANNER_MAX_BATTLESHIPS_HINT","Il numero massimo di navi da guerra che possono essere spedite attraverso lo scanner nelle stelle rosse di livello massimo. Non valido per gli altri tipi di nave."
"TID_REDSCANNER_MAX_STAR_LEVEL","LIVELLO MASSIMO STELLA ROSSA"
"TID_REDSCANNER_MAX_STAR_LEVEL_HINT","Le stelle rosse di livello superiore hanno manufatti di migliore qualità e forze Cerbero più potenti."
"TID_REDSCANNER_MAX_INFLUENCE","INFLUENZA MASSIMA"
"TID_REDSCANNER_MAX_INFLUENCE_DESCR","Livello massimo di influenza che il giocatore proprietario può raggiungere portando le stelle rosse al livello massimo consentito dallo scanner."
"TID_REDSCANNER_CREDITS_PER_DAY","QUANTITÀ DI ASTEROIDI RICCHI"
"TID_REDSCANNER_CREDITS_PER_DAY_DESCR","La quantità di crediti che può essere guadagnata ogni giorno, tramite le estrazioni negli asteroidi ricchi nella stella rossa di massimo livello consentita da questo scanner."
"TID_REDSCANNER_OPTIMAL_INFLUENCE","INFLUENZA OTTIMALE"
"TID_REDSCANNER_OPTIMAL_INFLUENCE_DESCR","Avere successo nelle stelle rosse che hanno il livello massimo consentito da questo scanner produrrà molta più influenza se quella di cui dispone il giocatore è inferiore a questo valore."
"TID_TRANSPORT_CAPACITY","SLOT CARGO BASE"
"TID_TRANSPORT_CAPACITY_DESCR","La quantità di slot disponibili per imbarcare carichi e manufatti. I moduli aggiuntivi possono influenzare questa capacità."
"TID_TRANSPORT_CAPACITY_TOTAL","SLOT CARGO TOTALI"
"TID_TRANSPORT_CAPACITY_TOTAL_DESCR","La quantità di slot disponibili per imbarcare carichi e manufatti, compresi gli effetti dei moduli installati"
"TID_HYDRO_CAPACITY","CAPACITÀ IDROGENO BASE"
"TID_HYDRO_CAPACITY_DESCR","Lo spazio disponibile per immagazzinare l'idrogeno estratto. I moduli aggiuntivi possono influenzare questa capacità"
"TID_HYDRO_CAPACITY_TOTAL","CAPACITÀ IDROGENO TOTALE"
"TID_HYDRO_CAPACITY_TOTAL_DESCR","Lo spazio disponibile per immagazzinare l'idrogeno estratto, compresi gli effetti dei moduli installati"
"TID_MINER_MINE_SPEED","VELOCITÀ DI ESTRAZIONE"
"TID_MINER_MINE_SPEED_VALUE","{0}/min"
"TID_MINER_MINE_SPEED_DESCR","La velocità di estrazione di base di questa mineraria. L'installazione di nuovi moduli può influenzare questo valore."
"TID_MINER_AUTO_SECTORS","SETTORI ESTRAZIONE"
"TID_MINER_AUTO_SECTORS_DESCR","Il numero dei settori da cui la nave mineraria estrarrà automaticamente, prima di aver bisogno di nuovi ordini."
"TID_DRONE_LIFETIME","DURATA DI VITA"
"TID_DRONE_LIFETIME_DESCR","I droni hanno una durata di vita limitata. Quando il tempo scade, il drone sarà distrutto."
"TID_TIME_MODULATOR_SPEEDUP_FACTOR","FATTORE ACCELERAZIONE"
"TID_TIME_MODULATOR_SPEEDUP_FACTOR_DESCR","Indica la velocità con cui il Modulatore temporale aumenta lo scorrere del tempo."
"TID_TIME_MODULATOR_MAX_TIME","DURATA MAX"
"TID_TIME_MODULATOR_MAX_TIME_DESCR","La durata massima del tempo di attivazione del Modulatore temporale, prima che sia necessaria la ricarica."
"TID_TIME_MODULATOR_REGEN","RICARICA AL GIORNO"
"TID_TIME_MODULATOR_REGEN_DESCR","Tempo di attivazione del Modulatore temporale disponibile quotidianamente."
"TID_FINISH_REPAIRS_NOW","Termina riparazioni"
"TID_RELAY_DURATION","ATTIVA DURATA"
"TID_RELAY_DURATION_DESCR","La quantità di tempo per attivare il relè in ogni settore in cui opera."
"TID_RELAY_SHIPMENTS_PER_HOUR","CARICHI L'ORA"
"TID_RELAY_SHIPMENTS_PER_HOUR_DESCR","Il numero massimo di carichi che vengono consegnati automaticamente all'ora, per ciascun settore in cui il relè è attivo."
"TID_RELAY_ACTIVATE_PRICE","PREZZO DI ATTIVAZIONE"
"TID_RELAY_ACTIVATE_PRICE_DESCR","La quantità di frammenti di stella blu necessari per attivare il relè in un singolo settore."
"TID_RELAY_FRAGMENTS_STORED","FRAMMENTI DEPOSITATI"
"TID_RELAY_FRAGMENTS_STORED_DESCR","La quantità di frammenti di stella blu attualmente depositati nella stazione e pronti per essere usati per l'attivazione."
"TID_RELAY_FRAGMENTS_MAX","MASSIMO FRAMMENTI"
"TID_RELAY_FRAGMENTS_MAX_DESCR","La quantità massima di frammenti di stella blu da depositare nella stazione."
"TID_RELAY_MAX_SECTORS","MASSIMO SETTORI"
"TID_RELAY_MAX_SECTORS_DESCR","Il numero massimo di settori che possono avere simultaneamente il relè attivo."
"TID_SPAWNER_DELAY","RITARDO DI GENERAZIONE"
"TID_SPAWNER_DELAY_DESCR","Indica la quantità di tempo necessario per generare le navi, dopo che questo portale di salto compare."
"TID_SPAWNER_NUM_SPAWNED","NAVI GENERATE"
"TID_SPAWNER_NUM_SPAWNED_DESCR","Indica la quantità di navi Cerbero che verranno generate presso questo portale di salto."
"TID_SPAWNER_MAX_RADIUS","DISTANZA DI GENERAZIONE MASSIMA"
"TID_SPAWNER_MAX_RADIUS_DESCR","Indica la distanza massima dal centro del portale di salto in cui possono comparire la navi Cerbero generate."
"TID_SPAWNER_PROGRESS","Generazione navi in corso..."
"TID_EMP_RESIST","RESISTENZA EMP"
"TID_EMP_RESIST_DESCR","Il tempo di disattivazione è ridotto di questa percentuale quando il modulo EMP viene usato contro questa nave."
"TID_LEADERBOARDS_DLG_TITLE","CLASSIFICHE"
"TID_LEADERBOARDS_DLG_TOP_PLAYERS","I GIOCATORI MIGLIORI"
"TID_LEADERBOARDS_DLG_TOP_CORPS","LE CORPORAZIONI MIGLIORI"
"TID_LEADERBOARDS_DIALOG_COLUMN_NAME","Nome"
"TID_LEADERBOARD_SHIP_XP","XP"
"TID_SHIP_STAT_XP","XP"
"TID_SHIP_STAT_XP_INFO","Quando danneggi le navi da guerra di un altro giocatore sulle stelle bianche, guadagnerai XP."
"TID_SHIP_XP_EVENT_TITLE","EVENTO CLASSIFICHE NAVALI"
"TID_SHIP_XP_EVENT_ENDS_IN","TERMINA TRA: {0}"
"TID_SHIP_XP_EVENT_INFO","Invia le tue navi da guerra per raccogliere XP sulle stelle bianche!\n\nQuando danneggi le navi da guerra di un altro giocatore, guadagnarai XP. Le navi distrutte vengono rimosse dalla classifica. Se distrutte, le navi con Santuario perdono tutti gli XP.\n\nAl termine dell'evento, i proprietari delle navi da guerra migliori guadagneranno dei cristalli:\n\nMigliori {3}: <quad class=''pc''><color>{0}</color>\nMigliori {4}: <quad class=''pc''><color>{1}</color>\nMigliori {5}: <quad class=''pc''><color>{2}</color>"
"TID_SHIP_XP_EVENT_ENDED","L'EVENTO È TERMINATO"
"TID_SHIP_XP_EVENT_AWARD","L'evento classifiche navali è terminato! La tua nave occupa la posizione numero {0} delle classifiche. Ricevi in premio <quad class=''pc''><c3>{1}</color>"
"TID_PRIVATE_RS_EVENT_TITLE","EVENTO PRIVATO STELLA ROSSA"
"TID_PRIVATE_RS_EVENT_INFO","Aiuta la tua corporazione ad avere successo negli eventi privati stella rossa e scala le classifiche! Ogni volta che un evento privato stella rossa termina, la tua corporazione guadagnerà punti in base al livello della stella rossa, quanti manufatti sono stati recuperati, e quante navi Cerbero distrutte.\n\nOgni membro di una corporazione in testa guadagnerà dei cristalli:\n\nMigliori {3}: <quad class=''pc''> <color>{0}</color>\nMigliori {4}: <quad class=''pc''> <color>{1}</color>\nMigliori {5}: <quad class=''pc''> <color>{2}</color>"
"TID_PRIVATE_RS_EVENT_AWARD","L’evento privato stella rossa è terminato! La tua corporazione occupa la posizione numero {0} delle classifiche. Hai ricevuto un <quad class=''pc''> <c3>{1}</color> in premio"
"TID_PRIVATE_RS_EVENT_SEASON_START","LA STAGIONE {0} COMINCIA FRA {1}"
"TID_BS_EVENT_SEASON","STAGIONE {0} DELLA STELLA BLU"
"TID_BS_EVENT_SEASON_ENDS","TERMINA TRA {0}"
"TID_BS_EVENT_INFO","Partecipa alle stelle blu per ottenere frammenti e vincere ricompense di cristallo al termine della stagione.\n\nSe superano un certo numero di frammenti al termine della stagione tutti i partecipanti riceveranno le seguenti ricompense:\n\n{0} o più frammenti: <quad class=''pc''><color>{3}</color>\n{1} o più frammenti: <quad class=''pc''><color>{4}</color>\n{2} o più frammenti: <quad class=''pc''><color>{5}</color>\n\nInoltre, i giocatori in classifica al termine dell'evento riceveranno le seguenti ricompense:\n\nMigliori {6}: <quad class=''pc''><color>{9}</color>\nMigliori {7}: <quad class=''pc''><color>{10}</color>\nMigliori {8}: <quad class=''pc''><color>{11}</color>"
"TID_WS_EVENT_SEASON","STAGIONE DELLA STELLA BIANCA {0}"
"TID_WS_EVENT_INFO","Partecipa alle stelle bianche per ottenere punti in base al contributo che darai, e vinci ricompense di cristallo al termine della stagione.\n\nSe superano un certo numero punti al termine della stagione, tutti i partecipanti riceveranno le seguenti ricompense:\n\n{0} o più Punti: <quad class=''pc''> <color>{3}</color>\n{1} o più Punti: <quad class=''pc''> <color>{4}</color>\n{2} o più Punti: <quad class=''pc''> <color>{5}</color>\n\nInoltre, i giocatori in classifica al termine dell'evento riceveranno le seguenti ricompense:\n\nMigliori {6}: <quad class=''pc''> <color>{9}</color>\nMigliori {7}: <quad class=''pc''> <color>{10}</color>\nMigliori {8}: <quad class=''pc''> <color>{11}</color>"
"TID_LEADERBOARDS_SORT_BY_INFLUENCE","Per influenza"
"TID_LEADERBOARDS_SORT_BY_FRAGMENTS","Per frammenti"
"TID_LEADERBOARDS_SORT_BY_WS_SCORE","Dal punteggio della Stella bianca"
"TID_LEADERBOARDS_SORT_BY_RELICS","Per cimeli"
"TID_LEADERBOARDS_SORT_BY_RS_SCORE","Per punti stella rossa"
"TID_INFLUENCE_DECAY_INFO","I giocatori presenti in questa classifica perdono il 3% della propria influenza ogni 3 giorni senza vittoria nella propria stella rossa di livello massimo."
"TID_BS_VIEW_LAST_SEASON","<a name=''last_season''>RISULTATI STAGIONE {0}</a>"
"TID_BS_BACK_TO_CURRENT_SEASON","<a name=''current_season''>TORNA ALLA STAGIONE {0}</a>"
"TID_WS_VIEW_LAST_SEASON","<a name=''ws_last_season''>RISULTATI STAGIONE {0}</a>"
"TID_WS_BACK_TO_CURRENT_SEASON","<a name=''ws_current_season''>TORNA ALLA STAGIONE {0}</a>"
"TID_IAP_DIALOG_TITLE","AGGIUNGI RISORSE"
"TID_CRYSTAL_PACK","PACCHETTO CRISTALLI"
"TID_CRYSTAL_PACK_SMALL","PICCOLO"
"TID_CRYSTAL_PACK_MED","MEDIO"
"TID_CRYSTAL_PACK_LARGE","GRANDE"
"TID_CRYSTAL_PACK_HUGE","ENORME"
"TID_CRYSTAL_PACK_EPIC","EPICO"
"TID_IAP_SECTION_HYDROGEN","IDROGENO"
"TID_IAP_SECTION_CREDITS","CREDITI"
"TID_IAP_DIALOG_FILL_BY","RIEMPI DEL {0}%"
"TID_IAP_RESOURCE_FULL","Impossibile acquistare, non c'è spazio"
"TID_CRYSTALS_ADDED","Sono stati aggiunti {0} cristalli"
"TID_STARTER_PACK","PACCHETTO INIZIALE"
"TID_STARTER_PACK_DESCR","SOLO UNO PER OGNI ACCOUNT"
"TID_STARTER_PACK_BENEFIT","Per sempre: il prezzo per costruire e migliorare tutte le navi è ridotto del {0}%"
"TID_BOOSTER_PACK","CARICHI CRISTALLO"
"TID_BOOSTER_PACK_HINT","Valore ottimale di cristalli consegnati nel tempo"
"TID_BOOSTER_PACK_DETAILS","• Un carico del valore di <quad class=''pc''> {1} compare ogni giorno\n• Dura una settimana, alla fine della quale avrai ricevuto <quad class=''pc''> {2}"
"TID_BOOSTER_PACK_ACTIVE","I carichi cristallo sono attivi"
"TID_WAIT_FOR_BOOSTER_PACK","Devi aspettare che il timer del carico finisca prima di comprare di nuovo questo oggetto"
"TID_BOOSTER_PACK_FIRST_FREE","GRATIS"
"TID_PURCHASE_SUCCESSFUL","Acquisto completato con successo"
"TID_CHAT_TAB_STAR_SYSTEM","SISTEMA STELLARE"
"TID_CHAT_TAB_CORPORATION","CORPORAZIONE"
"TID_CHAT_TAB_GLOBAL","GALASSIA"
"TID_CHAT_SEND","INVIA"
"TID_CHAT_INPUT_PROMPT","Tocca qui per chattare"
"TID_CHAT_GLOBAL_INFO","I messaggi inviati qui sono visti da tutti i giocatori. Non rivelare informazioni private. Mantieni un tono rispettoso ed educato."
"TID_CHAT_WHITESTAR_INFO","I messaggi inviati qui sono visibili solo dai membri della tua corporazione."
"TID_CHAT_PLAYER_JOIN","Un nuovo giocatore è entrato nella corporazione."
"TID_CHAT_PLAYER_LEFT","Questo giocatore ha abbandonato la corporazione."
"TID_CHAT_JOINCORP_INFO","Entra in una corporazione per condividere informazioni e tattiche con altri giocatori.\n\nLe corporazioni ti permettono anche di accedere alle stelle bianche e alle stelle rosse private."
"TID_CORP_UNLOCK_INFO","Le corporazioni si sbloccano al livello {0}"
"TID_CHAT_SEARCH_ALLIANCES_BUTTON","Corporazioni consigliate"
"TID_CHAT_ENTRY_JUMP","ha fatto saltare una nuova nave nel sistema vicino a {0}"
"TID_CHAT_ENTRY_JOIN","fa ora parte della corporazione"
"TID_CHAT_ENTRY_LEFT","ha abbandonato la corporazione"
"TID_CHAT_ENTRY_PROMOTED","ha ricevuto una promozione da {0}"
"TID_CHAT_ENTRY_DEMOTED","ha ricevuto una retrocessione da {0}"
"TID_CHAT_ENTRY_KICK","ha ricevuto l'espulsione dalla corporazione da {0}"
"TID_CHAT_ENTRY_CORP_SETTINGS_CHANGED","ha modificato le impostazioni della corporazione"
"TID_CHAT_ENTRY_REQUEST_JOIN","richiede di entrare nella corporazione"
"TID_CHAT_ENTRY_DESTROYED_BASE","ha distrutto una base Cerbero vicino a {0}"
"TID_CHAT_ENTRY_COLONIZED","ha colonizzato il pianeta {0}"
"TID_CHAT_ENTRY_LOST_FLEET","ha perso una {0} vicino a {1}"
"TID_CHAT_ENTRY_DESTROYED_CERB_FLEET","ha distrutto una flotta Cerbero vicino a {0}"
"TID_CHAT_ENTRY_ABANDONED_SYSTEM","ha abbandonato questo sistema stellare."
"TID_CHAT_ENTRY_SEARCH_PVP","ha iniziato la ricerca di una stella bianca"
"TID_CHAT_ENTRY_FLAGSHIP_CONTRIB","ha contribuito con {0} crediti alla nave ammiraglia."
"TID_CHAT_ENTRY_SHARE_VIEW","ha condiviso una panoramica del sistema stellare"
"TID_CHAT_ENTRY_SEARCH_PVP_COMPLETE","La tua corporazione ha scoperto una nuova stella bianca."
"TID_CHAT_ENTRY_CORP_LEVEL_UP","La tua corporazione è stata migliorata al livello {0}"
"TID_CHAT_ENTRY_FLAGSHIP_LEVEL_UP","La nave ammiraglia della tua corporazione salirà al livello {0} al suo prossimo dispiegamento."
"TID_CHAT_ENTRY_FLAGSHIP_UNLOCKED","La nave ammiraglia della tua corporazione può essere dispiegata."
"TID_CHAT_ENTRY_SEARCH_PVP_CANCELLED","ha annullato la ricerca di stelle bianche."
"TID_CHAT_REQUEST_ACCEPT","Accettata da {0}"
"TID_CHAT_REQUEST_REJECT","Rifiutata da {0}"
"TID_CHAT_REQUEST_CORP_FULL","Non riuscita: corporazione piena"
"TID_CHAT_REQUEST_FAIL_PLAYER_JOINED_ANOTHER","Non riuscita: giocatore fa parte di un'altra corporazione"
"TID_CHAT_POPUP_VIEW_LOCATION","Vedi ubicazione"
"TID_STREAMENTRY_ALLIANCE_REQUEST_ACCEPT","ACCETTA"
"TID_STREAMENTRY_ALLIANCE_REQUEST_REJECT","RIFIUTA"
"TID_STREAMENTRY_ALLIANCE_SHARE_SYSTEM_VIEW","VEDI"
"TID_CHAT_POPUP_REPORT_PLAYER","Segnala"
"TID_CHAT_POPUP_BLOCK_PLAYER","Blocca"
"TID_CHAT_POPUP_REPORT_PLAYER_CONFIRM","Vuoi davvero segnalare {0} per comportamento offensivo o inappropriato?"
"TID_CHAT_POPUP_VIEW_WS_SHIPS","Prossima nave"
"TID_HUD_MSG_NO_SHIPS","Questo giocatore non ha navi in questo sistema"
"TID_CHAT_REPORT_PLAYER_MODERATOR","In qualità di moderatore, la tua azione bannerà immediatamente il giocatore da questa chat galattica per 24 ore"
"TID_CHAT_POPUP_REPORT_SENT","La tua segnalazione è stata inviata"
"TID_CHAT_POPUP_PLAYER_BLOCKED","Non vedrai messaggi da {0} fino a quando l’app non avrà ricaricato."
"TID_CHAT_LOCAL_CHAT_LOCKED","CHAT STELLARE NON DISPONIBILE"
"TID_CHAT_LOCAL_LOCKED_INFO","Non hai stabilito delle relazioni diplomatiche con il proprietario di questo sistema stellare."
"TID_CHAT_WS_LOCKED_INFO","Solo le corporazioni partecipanti possono usare la chat stella bianca."
"TID_CHAT_CORP_RED_STAR_SEARCH_IN_PROGRESS","Ricerca in corso..."
"TID_CHAT_CORP_RED_STAR_IN_PROGRESS","Stella rossa in corso..."
"TID_CHAT_JOIN_IN_PROGRESS_CONFIRM","Questa stella rossa è già in corso. Vuoi davvero entrare?"
"TID_CHAT_CORP_RED_STAR_ENDED","La stella rossa è diventata una supernova"
"TID_CHAT_ENTRY_STARTED_RED_STAR_SEARCH","ha cominciato la ricerca di una stella rossa di livello {0}"
"TID_CHAT_ENTRY_JOIN_RED_STAR_SEARCH","PARTECIPA"
"TID_CHAT_CANNOT_JOIN_RED_STAR_LEVEL","Devi aggiornare il tuo scanner di stelle rosse prima di unirti a una ricerca di alto livello"
"TID_CHAT_CANNOT_JOIN_RED_STAR_ALREADY_IN","Stai già partecipando a una stella rossa"
"TID_CHAT_CANNOT_JOIN_TIMER","Sei troppo vicino alla Supernova per poterti unire alla Stella rossa"
"TID_CHAT_CANNOT_JOIN_FULL","Questa stella rossa è al completo"
"TID_CHAT_ENTRY_VIEW_RED_STAR_IN_PROGRESS","VEDI"
"TID_CHAT_ENTRY_WATCH_OLD_RED_STAR_REPLAY","VEDI REPLAY"
"TID_CHAT_ENTRY_REPLAY_SHARED","ha condiviso un replay"
"TID_SELECT_PING_LOCATION","Seleziona una posizione in questo sistema stellare per allertare gli altri giocatori"
"TID_PING_DEFAULT_MESSAGE","Mandiamo qui le nostre navi!"
"TID_PING_RATE_LIMITED","Non puoi dare l'allarme così spesso"
"TID_CHAT_ENTRY_PING","ha dato l'allarme"
"TID_LOCAL_STAR_CHAT_DISABLED","Questo tipo di stella non supporta la chat locale."
"TID_CORP_NOTIFICATIONS_TITLE","NOTIFICHE DELLA CORPORAZIONE"
"TID_CORP_PRS_NOTIFICATION_LBL","Avvisami sui seguenti eventi:"
"TID_CORP_PRS_NEW_RS_NOTIF","Nuova ricerca di una stella rossa (livello {0})"
"TID_CORP_PRS_NEW_MESSAGE_NOTIF","Nuovo messaggio per i membri della corporazione"
"TID_STAR_DLG_TITLE","STELLA ATTUALE"
"TID_STAR_DLG_OBJECTIVES_TAB","INFO STELLA"
"TID_STAR_DLG_STARLOG_TAB","DIARIO STELLARE"
"TID_STAR_GOALS_DESCR_HOMESTAR","Questa stella ti è stata assegnata come base operativa nella Galassia di Hades. Il tuo traguardo è esplorare la stella, eliminare le forze Cerbero e stabilire una solida infrastruttura economica."
"TID_STAR_GOALS_DESCR_OTHER_PLAYER_HOMESTAR","Questa stella appartiene a un altro giocatore. Se hai stabilito delle relazioni diplomatiche con questo giocatore, puoi inviare un numero limitato di navi per commerciare o aiutare il giocatore a combattere le forze Cerbero."
"TID_STAR_GOALS_DESCR_REDSTAR","Collabora con altri giocatori per distruggere le navi Cerbero e recuperare i manufatti di questa stella rossa. Le navi Cerbero distrutte e i manufatti recuperati riempiranno la barra dei progressi. Riempi la barra dei progressi fino a superarne la tua soglia per guadagnare influenza quando la stella rossa si spegnerà."
"TID_STAR_GOALS_HOMESTAR_PCT_EXPLORED","{0}% esplorato"
"TID_STAR_DLG_NO_LOG_ENTRIES","Nessuna voce disponibile per questo sistema stellare"
"TID_STAR_TOTAL_CREDITS","<color>{0} crediti</color> immagazzinati in carichi su questo sistema stellare."
"TID_STAR_TOTAL_HYDRO","<color>{0} idrogeno</color> immagazzinato in campi di asteroidi su questo sistema stellare."
"TID_STAR_GOALS_DESCR_BLUESTAR","Tieni in vita la tua nave da guerra finché quelle degli altri giocatori non sono distrutte. Il sistema stellare è in continuo collasso dall'esterno verso l'interno della stella. Le navi che si trovano nell'area che collassa vengono immediatamente distrutte."
"TID_BOMBER_HEATMAP_ENABLED","Mappa termica di copertura bombardiere SÌ"
"TID_BOMBER_HEATMAP_DISABLED","Mappa termica di copertura bombardiere NO"
"TID_RELINK_WARP_LANE_SINGLE","RICOLLEGA UNA CORSIA WARP"
"TID_RELINK_WARP_LANES_MULTIPLE","RICOLLEGA {0} CORSIE WARP"
"TID_RELINK_WARP_LANE_CONFIRM","Ricollegare tutti gli hub corsia warp alle loro connessioni precedenti? Solo gli hub in posizione valida che sono stati connessi in precedenza saranno ricollegati."
"TID_RELINK_SUCCESS","Ricollegamento della corsia warp completato"
"TID_LOG_ENTRY_FLAGSHIP_SUMMONED","ha convocato la nave ammiraglia"
"TID_LOG_ENTRY_FLAGSHIP_JUMP_AWAY","ha fatto saltare via la nave ammiraglia"
"TID_LOG_ENTRY_FLAGSHIP_DEPART_NOW","ha ordinato alla nave ammiraglia di partire"
"TID_LOG_ENTRY_FLAGSHIP_CANCEL_WAYPOINT","ha cancellato una tappa della nave ammiraglia"
"TID_LOG_ENTRY_FLAGSHIP_CANCEL_DEPART","ha interrotto la partenza della nave ammiraglia"
"TID_LOG_ENTRY_FLAGSHIP_ADD_WAYPOINT","ha aggiunto una tappa per la nave ammiraglia"
"TID_LOG_ENTRY_FLAGSHIP_USE_MODULE","ha attivato il modulo {0} sulla nave ammiraglia"
"TID_PLANET_UPGRADE_TITLE","Migliora {0} al livello {1}"
"TID_PLANET_UPG_CREDIT_STORE","SPAZIO CREDITI"
"TID_PLANET_UPG_CREDIT_STORE_DESCR","Contribuisce alla quantità massima di crediti che può essere immagazzinata nel tuo impero."
"TID_PLANET_UPG_HYDROGEN_STORE","SPAZIO IDROGENO"
"TID_PLANET_UPG_HYDROGEN_STORE_DESCR","Contribuisce alla quantità massima di idrogeno che può essere immagazzinata nel tuo impero."
"TID_PLANET_UPG_SHIPMENT_YIELD","RENDIMENTO CARICHI"
"TID_PLANET_UPG_SHIPMENT_YIELD_DESCR","Il totale delle ricompense in crediti prodotto dai carichi di questo pianeta, aggiustato per ora."
"TID_PLANET_UPG_CREDIT_YIELD","RENDIMENTO CREDITI"
"TID_PLANET_UPG_CREDIT_YIELD_DESCR","La quantità di crediti che ottieni da questo pianeta ogni ora."
"TID_PLANET_UPG_HYDROGEN_YIELD","RENDIMENTO IDROGENO"
"TID_PLANET_UPG_HYDROGEN_YIELD_DESCR","La quantità di idrogeno che ottieni da questo pianeta ogni ora."
"TID_PLANET_UPG_SPEED_UP_CONFIRM","Terminare subito il miglioramento del pianeta?"
"TID_CHANGE_NAME_TITLE","MODIFICA NOME"
"TID_CHANGE_NAME_PROMPT","Inserisci il nome con cui vuoi essere conosciuto in tutta la galassia:"
"TID_CHANGE_NAME_WARNING","ATTENZIONE: potrai modificare il tuo nome solo una volta."
"TID_CHANGE_PLANET_NAME_PROMPT","Inserisci il nome di questo pianeta:"
"TID_CHANGE_STATION_NAME_PROMPT","Inserisci il nome di questa stazione:"
"TID_CHANGE_SHIP_NAME_PROMPT","Inserisci il nome di questa nave:"
"TID_ERROR_NAME_TOO_SHORT","Nome troppo breve"
"TID_ERROR_NAME_TOO_LONG","Nome troppo lungo"
"TID_ERROR_SHIP_TOO_LOW_LEVEL_TO_RENAME","È possibile rinominare solo le navi di livello {0} o superiore"
"TID_INBOX_TITLE","MESSAGGI"
"TID_INBOX_MSG_JUST_ARRIVED","Adesso"
"TID_INBOX_TAB_INCOMING","POSTA"
"TID_INBOX_NEWS_TAB","NOTIZIE"
"TID_INBOX_TIMESTAMP","{0} fa"
"TID_INBOX_NO_MESSAGES","Nessun messaggio."
"TID_INBOX_INCOMING_DIPLOMACY_REQUEST","{0} vuole stabilire relazioni diplomatiche con te. Rispondi dalla tua stazione diplomatica."
"TID_INBOX_DIPLOMACY_REQUEST_ACCEPTED","{0} ha accettato la tua richiesta di relazioni diplomatiche"
"TID_INBOX_DIPLOMACY_REQUEST_REJECTED","{0} ha rifiutato la tua richiesta di relazioni diplomatiche"
"TID_INBOX_DIPLOMACY_TERMINATED","{0} ha interrotto le relazioni diplomatiche con te"
"TID_INBOX_DELETE_MESSAGE","ELIMINA"
"TID_INBOX_KICKED","{0} ti ha espulso dalla corporazione {1}"
"TID_INBOX_ALLIANCE_INVITE","{0} ti ha invitato a unirti alla sua corporazione, <a name=''corp''>{1}</a>"
"TID_DISTINCTION_PIONEER","PIONIERE"
"TID_DISTINCTION_PIONEER_DESCR","Questo giocatore è presente nella Galassia di Hades fin dalla sua scoperta"
"TID_DISTINCTION_TOP1","Ammiraglio"
