"TID_INTRO_MESSAGE_TITLE","WILLKOMMEN ZU HADES STAR"
"TID_HUD_MOVE_TRANSPORT_WITH_ARTIFACTS","Dein Transportschiff verlädt Artefakte. Wenn du jetzt aufbrichst, werden die noch nicht verladenen Artefakte zurückgelassen."
"TID_HUD_MOVE_TRANSPORT_ARTIFACTS_NOW","SOFORT AUFBRECHEN"
"TID_HUD_MOVE_TRANSPORT_ARTIFACTS_WHEN_DONE","AUFBRECHEN, WENN ALLE ARTEFAKTE VERLADEN SIND"
"TID_HUD_MSG_STAR_DESTROYED","Das Sternensystem wurde zerstört. Es ist nichts übrig geblieben."
"TID_HUD_PICK_SHIPMENTBEAM_TARGET","WÄHLE ZIEL-AUSSENPOSTEN"
"TID_HUD_PICK_TELEPORT_TRADE_STATION_TARGET","WÄHLE ZIEL-HANDELSSTATION"
"TID_HUD_PICK_ROCKET_TARGET","WÄHLE RAKETENZIEL"
"TID_HUD_PICK_DRONE_TARGET","WÄHLE ZIELORT DER DROHNE"
"TID_HUD_PICK_MINING_SECTOR","WÄHLE BERGBAUSEKTOR {0} von {1}"
"TID_HUD_ERR_ALL_MINING_SECTORS_PICKED","Du hast eine komplette Route für dein Bergbauschiff festgelegt. Wähle einen aktiven Sektor, um die Route zurückzusetzen."
"TID_HUD_ROUTE_DONE","ROUTE FESTGELEGT, ZUM ZURÜCKSETZEN AUF ROUTENSEKTOR TIPPEN"
"TID_HUD_FINALIZE_MINER_ROUTE","ROUTE ABSCHLIEẞEN"
"TID_STATUS_MINING_SECTOR","Ressourcen werden im Sektor abgebaut"
"TID_STATUS_MINING_SINGLE","Bergbau"
"TID_STATUS_MINING","Bergbau im Sektor {0} von {1}"
"TID_STATUS_LOADING_ARTIFACT","Artefakt wird eingeladen"
"TID_STATUS_LOADING_MULTIPLE_ARTIFACTS","{0} Artefakte werden geladen"
"TID_STATUS_DEPARTING","Aufbruch nach {0}"
"TID_STATUS_MOVING","Auf dem Weg nach {0}"
"TID_OBJ_EMPTY_SPACE","leerer Raum"
"TID_STATUS_DOCKED","Angedockt an {0}"
"TID_STATUS_DISABLED","<color>Deaktiviert</color>"
"TID_STATUS_REPAIRING","Wird repariert"
"TID_STATUS_DESTROYING_PLANET","Planet wird zerstört"
"TID_STATUS_ACTIVATING_MODULE","{0} wird aktiviert."
"TID_STATUS_DRONE_EXPIRY","Läuft ab in {0}"
"TID_MULTIPLE_SHIPS_SELECTED","{0} Schiffe ausgewählt"
"TID_STATUS_NOT_TRIGGERED","Nicht gezündet"
"TID_STATUS_TRIGGERING","Wird gezündet …"
"TID_OBJ_ACTION_VIEW_MISSION","SCANNEN"
"TID_OBJ_ACTION_EXPLORE_SECTOR","AUFDECKEN"
"TID_OBJ_ACTION_FINISH_NOW","JETZT ABSCHLIESSEN"
"TID_OBJ_ACTION_VIEW_RESEARCH","ERFORSCHEN"
"TID_OBJ_ACTION_CANCEL_BUILD","BAU ABBRECHEN"
"TID_OBJ_CANCEL_BUILD_CONFIRM","Möchtest du den Bau wirklich abbrechen? Dir werden {0} % der Kosten zurückerstattet."
"TID_OBJECT_NAME_WITH_LEVEL","{0} (Stufe {1})"
"TID_TRADE_STATION_NAME","HANDELSSTATION {0}"
"TID_PLANET_COLONIZED_BY","Kolonisiert von {0}"
"TID_PLANET_NOT_COLONIZED","Nicht kolonisiert"
"TID_OBJECT_ACTION_UPGRADE","AUFWERTEN"
"TID_OBJECT_ACTION_CANCEL_DEPARTURE","ROUTE ENTFERNEN"
"TID_OBJECT_ACTION_FORCE_DEPARTURE","SOFORT AUFBRECHEN"
"TID_OBJECT_ACTION_COLONIZE","KOLONISIEREN"
"TID_OBJECT_ACTION_CLEAR_WAYPOINTS","LETZTEN WEGPUNKT LÖSCHEN"
"TID_OBJECT_ACTION_MOVE","BEWEGEN"
"TID_OBJECT_ACTION_ADD_WAYPOINT","WEGPUNKT HINZUFÜGEN"
"TID_OBJECT_ACTION_PLAYER_INFO","SPIELERINFO"
"TID_OBJECT_ACTION_VISIT_STAR","ZU STERN AUFBRECHEN"
"TID_OBJECT_ACTION_TRADE_JOBS","WAREN"
"TID_OBJECT_ACTION_ARTIFACTS","ARTEFAKTE"
"TID_OBJECT_ACTION_PRODUCTION","BAUEN"
"TID_OBJECT_ACTION_ACTIVATE","AKTIVIEREN"
"TID_OBJECT_ACTION_DEACTIVATE","DEAKTIVIEREN"
"TID_OBJECT_ACTION_LINK","VERBINDEN"
"TID_OBJECT_ACTION_UNLINK","TRENNEN"
"TID_OBJECT_ACTION_SHIP_UPGRADE","MODULE"
"TID_OBJECT_ACTION_USE_STARGATE","SPRINGEN"
"TID_OBJECT_ACTION_SPEEDUP_BUILDING_CONSTRUCTION","ABSCHLIESSEN"
"TID_OBJECT_ACTION_VIEW_ALLIANCE_STAR","STERN"
"TID_OBJECT_ACTION_FINISH_PLANET_UPGRADE","ABSCHLIESSEN"
"TID_CERBERUS_STATION_SPAWNING_IN","Neue Kampfschiffe erscheinen in {0}"
"TID_OBJECT_ACTION_VIEW_DIPLOMACY_LINK","DIPLOMATIE-MENÜ AUFRUFEN"
"TID_OBJECT_ACTION_VIEW_RED_STAR_STATUS","SCANNERSTATUS"
"TID_OBJECT_ACTION_INFO","INFO"
"TID_OBJECT_INFO_UNDER_CONSTRUCTION","Im Bau"
"TID_OBJECT_INFO_UPGRADING_TO_LEVEL","Auf Stufe {0} aufwerten"
"TID_OBJECT_INFO_UPGRADING_SHIP_TO_LEVEL","Aufwertung {0}"
"TID_RESEARCHING","Artefakt wird erforscht …"
"TID_SCOUTING","Wird gescannt …"
"TID_UNLOCK_SECTOR_CONFIRM","Diesen Sektor scannen?"
"TID_CONFIRM_SECTOR_SPEEDUP","Scannen dieses Sektors jetzt abschließen?"
"TID_WARP_HUB_LINKED","Verbunden"
"TID_WARP_HUB_NOT_LINKED","Nicht verbunden"
"TID_CR_ASTEROID_CONTAINS","Enthält <quad class=''cr''> <color>{0}</color>."
"TID_ASTEROID_HYDROGEN_REMAINING","<quad class=''fuel''> <color>{0}</color> verbleiben"
"TID_SELECT_REVEAL_SECTOR","WÄHLE EINEN BENACHBARTEN SEKTOR ZUM AUFDECKEN."
"TID_SECTOR_NOT_ADJACENT","Dieser Sektor ist zu weit vom Scanner entfernt."
"TID_SECTOR_ALREADY_EXPLORED","Dieser Sektor wurde bereits gescannt."
"TID_SCANNER_BUSY","Du musst warten, bis der aktuelle Scan abgeschlossen wurde."
"TID_READY_TO_USE","Einsatzbereit"
"TID_RECHARGING","Wird aufgeladen …"
"TID_ACTIVE","Aktiv"
"TID_OBJECT_ACTION_PROGRAM_MINER","BERGBAU-ROUTE FESTLEGEN"
"TID_OBJECT_ACTION_SUMMON_FLAGSHIP","FLAGGSCHIFF RUFEN"
"TID_DIPLOMACY_LINK_DLG_TITLE","INTERSTELLARE BOTSCHAFT"
"TID_DIPLOMACY_LINK_DLG_RECOMMENDED_PLAYERS_TAB","EMPFOHLEN"
"TID_DIPLOMACY_LINK_DLG_FRIENDS_TAB","FREUNDE"
"TID_DIPLOMACY_DLG_EMPTY_PROMPT","Wähle einen der empfohlenen Spieler und bitte um die Aufnahme diplomatischer Beziehungen.\n\nDu kannst einem beliebigen Spieler über seine Profilseite eine Anfrage schicken."
"TID_DIPLOMACTY_DLG_INCOMING_REQUEST_TEXT","EINGEGANGENE ANFRAGEN"
"TID_DIPLOMACTY_DLG_OUTGOING_REQUEST_TEXT","VERSENDETE ANFRAGEN"
"TID_DIPLOMACY_DLG_CANCEL_REQUEST","ABBRECHEN"
"TID_DIPLOMACTY_DLG_INCOMING_REQUEST_ACCEPT","AKZEPTIEREN"
"TID_DIPLOMACTY_DLG_INCOMING_REQUEST_REJECT","ABLEHNEN"
"TID_DIPLOMACTY_DLG_INCOMING_REQUEST_PLAYER_INFO","SPIELERINFO"
"TID_DIPLOMACY_DLG_LINKED_TO","Deine Station ist verbunden mit:"
"TID_DIPLOMACY_DLG_CONFIRM_END_RELATIONS","Möchtest du wirklich deine diplomatischen Beziehungen zu diesem Spieler beenden? Alle Schiffe kehren in ihr Heimatsystem zurück."
"TID_DIPLOMACY_DLG_REQUEST_BUTTON","ANFRAGE"
"TID_MSG_REQUEST_SENT","Diplomatische Anfrage erfolgreich versendet"
"TID_MSG_REQUEST_OTHER_PLAYER_SLOTS_FULL","Anfrage kann nicht versendet werden. Botschaften des Spielers sind ausgelastet."
"TID_MSG_REQUEST_OTHER_PLAYER_INBOX_FULL","Anfrage kann nicht versendet werden. Postfach des Spielers ist voll."
"TID_MSG_REQUEST_ALREADY_WAITING_FOR_RESPONSE","Anfrage kann nicht versendet werden. Du wartest bereits auf eine Antwort des Spielers."
"TID_DIPLOMACY_LINK_DLG_NO_RECOMMENDED_PLAYERS","Kein Spieler verfügbar."
"TID_OFFLINE_REPORT_DLG_TITLE","FORTSCHRITTSBERICHT"
"TID_OFFLINE_REPORT_DLG_LAST_LOGIN","Letzter Login: vor {0}"
"TID_OFFLINE_SECTION_TITLE_RESOURCES_COLLECTED","RESSOURCEN"
"TID_OFFLINE_REPORT_DLG_CR_FROM_SHIPMENTS","+{0} Credits durch Warenlieferungen"
"TID_OFFLINE_REPORT_DLG_FUEL_FROM_SHIPMENTS","+{0} Wasserstoff durch Bergbau"
"TID_OFFLINE_REPORT_DLG_CR_FROM_TAX","+{0} Credits durch Warenlieferungen diplomatischer Partner"
"TID_OFFLINE_SECTION_TITLE_SUPERNOVA","DER STERN IST ZUR SUPERNOVA GEWORDEN"
"TID_OFFLINE_SECTION_SUPERNOVA_VIEW","ANZEIGEN"
"TID_OFFLINE_REPORT_DLG_DISMISS_BUTTON","AUSBLENDEN"
"TID_OFFLINE_REPORT_DLG_PLANET_UPGRADED","{0} ist jetzt ein Planet der Stufe {1}"
"TID_OFFLINE_REPORT_SHIP_LOST","VERLORENES SCHIFF"
"TID_MISSING_RES_DLG_NOT_ENOUGH_CR_TITLE","NICHT GENÜGEND CREDITS"
"TID_MISSING_RES_DLG_BUY_MISSING_CR","Möchtest du die fehlenden <quad class=''cr''> <color>{0}</color> kaufen?"
"TID_MISSING_RES_DLG_NOT_ENOUGH_FUEL_TITLE","NICHT GENÜGEND WASSERSTOFF"
"TID_MISSING_RES_DLG_BUY_MISSING_FUEL","Möchtest du den fehlenden <quad class=''fuel''> <color>{0}</color> kaufen?"
"TID_NOT_ENOUGH_CRYSTALS_DLG_TITLE","NICHT GENÜGEND KRISTALLE"
"TID_NOT_ENOUGH_CRYSTALS_BUY_MORE_PROMPT","Du kannst weitere Kristalle im Laden kaufen."
"TID_NOT_ENOUGH_CRYSTALS_ENTER_STORE_BUTTON","LADEN AUFRUFEN"
"TID_PURCHASES_DISABLED","Käufe sind in der Alpha deaktiviert."
"TID_PURCHASING_FAILED_DISABLED","Käufe sind aufgrund deiner Geräteeinstellungen deaktiviert."
"TID_PURCHASING_FAILED_NO_PRODUCTS_FOUND","Käufe sind nicht verfügbar: Keine Produkte gefunden"
"TID_PURCHASING_FAILED_UNKNOWN_GAME","Käufe sind nicht verfügbar: App ist unbekannt"
"TID_PURCHASING_NOT_INITIALIZED","Käufe sind noch nicht verfügbar, bitte versuche es später noch einmal."
"TID_PURCHASE_IN_PROGRESS","Ein Kauf wird gerade bearbeitet, bitte gedulde dich etwas."
"TID_PURCHASE_FAIL_EXISTING_PENDING","Kauf ist fehlgeschlagen: Der vorherige Kauf wurde noch nicht abgeschlossen."
"TID_PURCHASE_FAIL_PAYMENTDECLINED","Kauf ist fehlgeschlagen: Die Zahlung wurde abgelehnt."
"TID_PURCHASE_FAIL_PRODUCTUNAVAILABLE","Kauf ist fehlgeschlagen: Das Produkt ist nicht verfügbar."
"TID_PURCHASE_FAIL_PURCHASINGUNAVAILABLE","Kauf ist fehlgeschlagen: Käufe sind nicht verfügbar."
"TID_PURCHASE_FAIL_SIGNATUREINVALID","Kauf ist fehlgeschlagen: Die Signatur ist ungültig."
"TID_PURCHASE_FAIL_USERCANCELLED","Kauf ist fehlgeschlagen: Der Nutzer hat die Aktion abgebrochen."
"TID_PURCHASE_FAIL_UNKNOWN","Kauf ist fehlgeschlagen: Ein unbekannter Fehler ist aufgetreten."
"TID_PURCHASE_STEAM_NO_OVERLAY","Für Käufe wird das Steam-Overlay benötigt."
"TID_PURCHASE_OFFER_EXPIRED","Dieses Angebot ist abgelaufen"
"TID_SETTINGS_DLG_TITLE","EINSTELLUNGEN"
"TID_SETTINGS_DLG_ACCOUNT","ACCOUNT"
"TID_SETTINGS_DLG_NOT_SIGNED_IN","Nicht eingeloggt"
"TID_SETTINGS_DLG_NOT_SIGNED_IN_APPLE","Logge dich beim Game Center ein, um deinen Fortschritt zu speichern und von einem anderen iPhone oder iPad darauf zuzugreifen."
"TID_SETTINGS_DLG_NOT_SIGNED_IN_GOOGLE","Logge dich bei Google Play Games ein, um deinen Fortschritt zu speichern und von einem anderen Android-Gerät darauf zuzugreifen."
"TID_SETTINGS_DLG_SIGN_IN","Einloggen"
"TID_SETTINGS_DLG_SIGN_OUT","Ausloggen"
"TID_SETTINGS_DLG_CONTACT_SUPPORT","Hilfe"
"TID_SETTINGS_DLG_LINK_DEVICE","Mit einem anderen Gerät verbinden"
"TID_LINK_DEVICE_ERR_SIGN_GP","Du musst dich bei Google Play einloggen, bevor du ein anderes Gerät verbindest."
"TID_LINK_DEVICE_ERR_SIGN_GC","Du musst dich beim Game Center einloggen, bevor du ein anderes Gerät verbindest."
"TID_SETTINGS_FULLSCREEN","Vollbildschirm"
"TID_SETTINGS_DLG_CREDITS","Credits"
"TID_CREDITS_SCREEN_SPECIAL_THANKS","UNSERER BESONDERER DANK GILT"
"TID_CREDITS_SCREEN_DESIGN_SECTION","UI- UND MARKENGESTALTUNG"
"TID_CREDITS_SCREEN_FOOTER","(c) 2016–2020 Parallel Space Inc. Alle Rechte vorbehalten."
"TID_CREDITS_PC_MUSIC","Soundtrack komponiert von\nWinifred Phillips\n\nMusik produziert von Winnie Waldron"
"TID_SETTINGS_SUPPORT_EMAIL_HEADER","Support-Anfrage im Spiel"
"TID_SETTINGS_SUPPORT_EMAIL_BODY1","Bitte beschreibe dein Problem hier:"
"TID_SETTINGS_SUPPORT_EMAIL_BODY2","Bitte lösche keine Inhalte unterhalb dieser Linie."
"TID_SETTINGS_DLG_MUSIC","Musik"
"TID_SETTINGS_DLG_BATTERY_SAVER","Akku schonen"
"TID_SETTINGS_DLG_LANDSCAPE","Querformat-Modus"
"TID_HIGH_QUALITY_RENDERING","Hochwertige Wiedergabe"
"TID_SETTINGS_DLG_SFX","Soundeffekte"
"TID_SETTINGS_DLG_BTN_PRIVACY","Datenschutzrichtlinie"
"TID_SETTINGS_DLG_BTN_TERMS","Nutzungsbedingungen"
"TID_SETTINGS_DLG_SIGN_IN_TO_GAMECENTER","Logge dich vor dem Start des Spiels beim Game Center ein, um deinen Fortschritt zu speichern und auf mehreren Geräten zu spielen."
"TID_SETTINGS_DLG_SIGN_IN_TO_GOOGLE_PLAY","Logge dich in Google Play Games ein, um deinen Fortschritt zu speichern und auf mehreren Geräten zu spielen."
"TID_SETTINGS_DLG_ACCOUNT_STATUS_SYNCED","Dein Fortschritt wird gespeichert."
"TID_SETTINGS_DLG_LANGUAGE","Sprache ändern"
"TID_SETTINGS_QUIT_GAME","Spiel verlassen"
"TID_SETTINGS_DLG_RATE_US","Hades Star bewerten"
"TID_LANDSCAPE_WARNING","Die Unterstützung des Querformat-Modus wird noch getestet, und es können Fehler auftreten. Es wird nur für größere Geräte wie Tablets empfohlen."
"TID_LANDSCAPE_CONFIRM","Möchtest du die Bildschirmausrichtung wirklich ändern? Das Spiel muss neu gestartet werden."
"TID_UNLINK_STEAM","Spiel zurücksetzen"
"TID_UNLINK_STEAM_DONE","Du verlässt nun das Spiel. Bitte starte Hades Star neu auf Steam, um dein Spiel auf deinem neuen Stern zu starten."
"TID_UNLINK_STEAM_PROMPT_1","Durch diesen Prozess werden alle Fortschritte gelöscht und ein neues Spiel mit deinem aktuellen Steam-Account erstellt. Du verlierst dadurch endgültig den Zugang zu diesem Spiel."
"TID_UNLINK_STEAM_PROMPT_2","Du kannst keine Ressourcen in das neue Spiel übertragen, auch keine Ressourcen, die über die App erworben wurden."
"TID_UNLINK_STEAM_PROMPT_3","Nur dein Steam-Fortschritt wird zurückgesetzt. Wenn du noch weitere Plattformen besitzt, die mit diesem Spiel verbunden sind, kannst du über diese Plattformen weiterhin darauf zugreifen. Du kannst das Spiel auf anderen Plattformen nicht neu starten. Weitere Informationen findest du in den Einstellungen unter „Hilfe“."
"TID_UNLINK_STEAM_PROMPT_4","Das ist deine letzte Bestätigung. Wenn du fortfährst, geht das aktuelle Spiel verloren."
"TID_UNLINK_STEAM_PROMPT_TOGGLE","Ich habe verstanden und möchte fortfahren."
"TID_SETTINGS_SCREEN_RES","Auflösung"
"TID_RESOLUTION_DIALOG_TITLE","AUFLÖSUNG AUSWÄHLEN"
"TID_CURRENT_RESOLUTION","Momentane Auflösung:\n{0} x {1}"
"TID_SETTINGS_DLG_NEWSLETTER","Newsletter"
"TID_LANG_DLG_TITLE","SPRACHE AUSWÄHLEN"
"TID_CHANGE_LANGUAGE_CONFIRM","Möchtest du die Sprache wirklich ändern? Das Spiel muss neu gestartet werden."
"TID_LINK_DEVICE_DLG_TITLE","MIT EINEM ANDEREN GERÄT VERBINDEN"
"TID_LINK_DEVICE_DLG_FIRSTPAGE_DESCR","Mit dieser Aktion kannst du von einem anderen Gerät auf deinen Account zugreifen.\n\nWelches Gerät verwendest du gerade?"
"TID_LINK_DEVICE_DLG_FIRSTPAGE_OLD_DEVICE_BUTTON","Das ist das ALTE Gerät."
"TID_LINK_DEVICE_DLG_FIRSTPAGE_NEW_DEVICE_BUTTON","Das ist das NEUE Gerät."
"TID_LINK_DEVICE_DLG_PLATFORM_SELECTION_PROMPT","Mit welchem neuen Gerät möchtest du dich verbinden?"
"TID_LINK_DEVICE_TYPE_IOS","iPhone oder iPad"
"TID_LINK_DEVICE_TYPE_ANDROID","Android"
"TID_LINK_DEVICE_TYPE_PC_OR_MAC","PC oder Mac"
"TID_LINK_DEVICE_TYPE_OTHER","Anderes"
"TID_LINK_DEVICE_DLG_INFO_ANDROID","Um auf mehreren Android-Geräten spielen zu können, musst du dich über die Einstellungen bei deinem Google-Account einloggen.\n\nLogge dich auf dem neuen Gerät mit dem gleichen Google-Account ein. Du wirst gefragt, ob du auf deinen anderen Account wechseln möchtest. Wähle OK aus und dein Fortschritt wird synchronisiert."
"TID_LINK_DEVICE_DLG_INFO_IOS","Um auf mehreren iOS-Geräten zu spielen, musst du dich beim Game Center einloggen.\n\nLogge dich auf dem neuen Gerät vor dem Start des Spiels mit dem gleichen Game-Center-Account ein. Du wirst gefragt, ob du auf deinen anderen Account wechseln möchtest. Wähle OK aus und dein Fortschritt wird synchronisiert."
"TID_LINK_DEVICE_DLG_INFO_STEAM","Du kannst mit jedem PC oder Mac, auf dem Steam installiert ist, auf dein Spiel zugreifen. Du musst dich nur mit deinem Steam-Account einloggen und das Spiel starten."
"TID_LINK_DEVICE_ENTER_CODE_PAGE_PROMPT","Gib den Verbindungscode ein:"
"TID_LINK_DEVICE_ENTER_CODE_PAGE_HINT","Um einen Verbindungscode zu erhalten, musst du die Einstellungen auf deinem alten Gerät öffnen, dann „Mit einem anderen Gerät verbinden“ und danach „Das ist das ALTE Gerät“ auswählen."
"TID_LINK_DEVICE_DLG_VIEW_CODE_PROMPT","Schließe die Seite nicht. Gehe in das gleiche Menü auf dem neuen Gerät und wähle „Das ist das NEUE Gerät“ aus.\n\nGib anschließend diesen Code ein:"
"TID_LINK_DEVICE_DLG_CODE_EXPIRES","Code läuft ab in: "
"TID_MSG_DEVICE_LINK_CODE_NOT_FOUND","Verbindungscode nicht gefunden, bitte versuche es nochmal."
"TID_MSG_ACCOUNT_ALREADY_LINKED","Account ist bereits verbunden."
"TID_MSG_CANT_LINK_NOT_LOGGEDIN","Kann nicht verbunden werden, Nutzer ist nicht eingeloggt."
"TID_MSG_ERROR_GENERATING_CODE","Fehler bei der Erstellung des Verbindungscodes"
"TID_LINK_DEVICE_DLG_SUBMIT_CODE_BTN","BESTÄTIGEN"
"TID_LINK_DEVICE_WARNING","Dein aktuelles Spiel (<color>{0}</color>, Stufe <color>{1}</color>) geht verloren.\n\nMit „Mit einem anderen Gerät verbinden“ fortfahren?"
"TID_CORP_DIALOG_TITLE","KONZERNE"
"TID_CORP_TAB_MY_CORP","MEIN KONZERN"
"TID_CORP_TAB_OTHER_CORP","KONZERNINFO"
"TID_CORP_TAB_SEARCH_CORP","EMPFOHLEN"
"TID_CORP_TAB_SEARCH_NEW","SUCHE"
"TID_CORP_TAB_CREATE_CORP","ERSTELLEN"
"TID_CORP_CREATE_BUTTON","ERSTELLEN"
"TID_CORP_APPLY_CHANGES_BUTTON","BESTÄTIGEN"
"TID_HUD_CORP_NAME_TOO_SHORT","Konzernname zu kurz"
"TID_CORP_NAME_LABEL","NAME"
"TID_CORP_DESCR_LABEL","BESCHREIBUNG"
"TID_CORP_JOIN_TYPE_LABEL","BEITRITTSART"
"TID_CORP_REGION_LABEL","REGION"
"TID_CORP_MININFLUENCE_LABEL","BENÖTIGTER EINFLUSS"
"TID_CORP_INFO_MININFLUENCE_VAL","BENÖTIGTER EINFLUSS: {0}"
"TID_CORP_INFO_WS_WINS","SIEGE WEIẞER-ZWERG: {0}"
"TID_CORP_SELECT_REGION","REGION AUSWÄHLEN"
"TID_RECOMMENDED_CORPS_REGION","REGION:"
"TID_NO_RECOMMENDED_FOUND","Keine empfohlenen Konzerne gefunden.\n\nVersuche es in einer anderen Region."
"TID_CORP_TYPE_OPEN","OFFEN"
"TID_CORP_TYPE_REQUEST","BEITRITT AUF ANFRAGE"
"TID_CORP_TYPE_CLOSED","GESCHLOSSEN"
"TID_CORP_EMBLEM_LABEL","EMBLEM"
"TID_ALLIANCE_ITEM_MEMBERS_COUNT","{0} Mitglieder"
"TID_ALLIANCE_ITEM_VIEW","ANZEIGEN"
"TID_CORP_DIALOG_EDIT","BEARBEITEN"
"TID_CORP_DIALOG_LEAVE","VERLASSEN"
"TID_CORP_LEAVE_WS_WARNING","Wenn du den Konzern während der Teilnahme an einer WZ-Mission verlässt, verlierst du möglicherweise die WZ-Belohnungen, auch wenn du später zurückkehrst. Fortfahren?"
"TID_CORP_DIALOG_JOIN","BEITRETEN"
"TID_CORP_DIALOG_SEND_MESSAGE","KONTAKTIEREN"
"TID_CORP_LEAVE_CONFIRM","Möchtest du den Konzern wirklich verlassen?"
"TID_CORP_EDIT_BADGE","BEARBEITEN"
"TID_CORP_EDIT_BADGE_DONE","BESTÄTIGEN"
"TID_CORP_EDIT_BADGE_SYMBOL","SYMBOL"
"TID_CORP_EDIT_BADGE_SHAPE","FORM"
"TID_CORP_EDIT_BADGE_COLOR1","FARBE 1"
"TID_CORP_EDIT_BADGE_COLOR2","FARBE 2"
"TID_CORP_SEND_MESSAGE_TITLE","NACHRICHT SCHICKEN"
"TID_CORP_SEND_MESSAGE_HINT","Sende eine Nachricht an alle Mitglieder des Konzerns:"
"TID_CORP_MESSAGE_ERROR_TOO_SHORT","Nachricht zu kurz"
"TID_CORP_MESSAGE_ERROR_TOO_LONG","Nachricht zu lang"
"TID_CORP_MESSAGE_SENT","Nachricht verschickt"
"TID_CORP_SEARCH_NAME_CONTAINS","NAME ENTHÄLT"
"TID_CORP_SEARCH_INFLUENCE_RANGE","EINFLUSS"
"TID_CORP_SEARCH_MEMBERS_RANGE","MITGLIEDER"
"TID_CORP_SEARCH_RECENT_ACTIVITY","KÜRZLICHE AKTIVITÄT"
"TID_CORP_BUTTON_SEARCH","SUCHE"
"TID_CORP_NO_SEARCH_RESULTS_FOUND","Keine Suchergebnisse gefunden."
"TID_CORP_REGION_ANY","BELIEBIG"
"TID_CORP_LEVEL","LEVEL {0}-KONZERN"
"TID_INACTIVITY_TOLERANCE","INAKTIVITÄTSTOLERANZ"
"TID_INACTIVITY_TOLERANCE_NONE","Jede Inaktivität zulassen"
"TID_INACTIVITY_RESET_WARNING","Wenn du die Toleranzeinstellung für Inaktivität auf einen engeren Wert setzt, wird die Inaktivitätslaufzeit für alle Mitglieder des Konzerns zurückgesetzt. Möchtest du fortfahren?"
"TID_PLAYER_INFO_DLG_TAB_EMPIRE_OVERVIEW","DEIN IMPERIUM"
"TID_SHIP_PLANET_PLAYER_RENAME_BUTTON","Name ändern"
"TID_PLAYER_INFO_XP_TITLE","EP-Stufe"
"TID_PLAYER_INFO_XP_DESCR","Die EP-Stufe zeigt den allgemeinen Fortschritt eines Spielers in der Galaxie an. Das Transportieren von Waren und das Aufwerten von Planeten erhöhen die Spielerstufe."
"TID_PLAYER_INFO_INFLUENCE_TITLE","EINFLUSS"
"TID_PLAYER_INFO_INFLUENCE_DESCR","Einfluss zeigt die Einsatzbereitschaft eines Spielers an. Einfluss kann durch die Teilnahme an RR-Missionengewonnen (oder verloren) werden."
"TID_PLAYER_INFO_DLG_TAB_ACHIEVEMENTS","ERFOLGE"
"TID_PLAYER_INFO_CORP_NONE","KEINE"
"TID_PLAYER_INFO_CORP_VIEW","ANZEIGEN"
"TID_PLAYER_INFO_DLG_CREDIT_INCOME","CREDIT-ERTRAG UND -AUSGABEN"
"TID_PLAYER_INFO_DLG_HYDRO_INCOME","WASSERSTOFFERTRAG UND -AUSGABEN"
"TID_ACHIEVEMENT_COMPLETE","Dieser Erfolg wurde erreicht."
"TID_PLAYER_INFO_SECTION_BADGES","AUSZEICHNUNGEN"
"TID_ACHIEVEMENT_CLAIM_REWARD","EINFORDERN"
"TID_ACHIEVEMENT_REWARD_LABEL","BELOHNUNGEN:"
"TID_ACHIEVEMENT_REWARD_XP_LABEL","EP:"
"TID_MODULE_BLUEPRINTS_LIST_CATEGORY_WEAPONS","WAFFEN"
"TID_MODULE_BLUEPRINTS_LIST_CATEGORY_SHIELDS","SCHILDE"
"TID_MODULE_BLUEPRINTS_LIST_CATEGORY_TRADE","HANDEL"
"TID_MODULE_BLUEPRINTS_LIST_CATEGORY_MINING","BERGBAU"
"TID_MODULE_BLUEPRINTS_LIST_CATEGORY_SUPPORT","UNTERSTÜTZUNG"
"TID_MODULE_BLUEPRINT_POPUP_MAX_LEVEL","Maximale Stufe: {0}"
"TID_MODULE_CANT_UPGRADE_NOT_ENOUGH_BLUEPRINTS","Du musst mehr Baupläne sammeln, bevor du die maximale Stufe dieses Moduls erhöhen kannst."
"TID_MODULE_BLUEPRINTS_TITLE","MODULE FREIGESCHALTET: <color>{0}/{1}</color>"
"TID_MODULE_BLUEPRINTS_LOCKED_MODULE_INFO","Erforsche mehr {0}-Artefakte, um dieses Modul zu entdecken."
"TID_MODULE_BLUEPRINTS_DLG_TITLE","MODULBAUPLÄNE"
"TID_MODULE_BLUEPRINTS_INFO","Dieses Fenster zeigt alle verfügbaren Module.\n\nUm neue Module zu entdecken oder bisherige aufzuwerten, musst du Artefakte von roten Riesen sammeln und erforschen.\n\nNeu entdeckte Module müssen erforscht werden, bevor du sie auf Schiffen installieren kannst."
"TID_MODULE_DETAILS_UPGRADE_PROGRESS","Bauplanfortschritt bis zur nächsten Aufwertung:"
"TID_MODULE_UPGRADE_IN_PROGRESS","AUFWERTUNG WIRD DURCHGEFÜHRT"
"TID_MODULE_UPGRADE_FINISH_NOW","JETZT ABSCHLIESSEN"
"TID_MODULE_FULLY_UPGRADED","Dieses Modul ist vollständig aufgewertet."
"TID_MODULE_UPGRADE_NEEDS_BLUEPRINTS","Du musst noch {0} Baupläne sammeln, bevor du dieses Modul aufwerten kannst."
"TID_MODULE_SPEED_UP_CONFIRM","Möchtest du die Aufwertung jetzt abschließen?"
